id	annotations	speaker	time	turn-index	utterance
tktk997		U		18	yes
tktk998	O, T, T, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, X, O, O, O, O, O, 	S		19	okay what time
tktk999		U		0	hows it going, eh?
tktk1000	T, O, X, O, O, T, T, O, O, O, O, X, X, O, X, O, X, T, O, O, T, T, T, O, T, O, O, O, X, T, 	S		1	i felt like i was 17 again.
tktk1001		U		2	whys that?
tktk1002	T, X, X, O, X, X, X, T, T, O, O, X, O, O, T, T, O, O, T, X, X, O, X, T, T, O, X, X, X, O, 	S		3	do you want to go to my firends party tonight
tktk1003		U		4	who is your friend?
tktk1004	X, O, X, X, O, O, O, O, O, O, O, X, X, O, O, O, X, O, O, X, X, T, O, T, X, O, O, O, O, O, 	S		5	my best friend is abcd
tktk1005		U		6	where are you from?
tktk1006	T, X, O, X, X, X, X, X, T, X, T, X, O, X, X, T, T, T, X, X, X, O, X, X, T, T, T, X, X, X, 	S		7	thats a lot to assume. any thoughts?
tktk1007		U		8	not right now.
tktk1008	T, X, T, X, X, X, X, X, T, O, T, X, T, X, X, O, O, T, T, O, X, T, X, X, T, X, T, X, X, X, 	S		9	we never really grow up, we only learn how to act in public.
tktk1009		U		10	whered you hear that?
tktk1010	T, X, X, T, T, X, X, X, T, X, T, X, O, X, O, O, O, T, X, X, T, T, X, T, T, T, T, X, X, X, 	S		11	yeah. what do you think?
tktk1011		U		12	i try not to.
tktk1012	X, X, X, T, O, X, X, X, T, T, T, X, O, X, O, T, X, T, O, X, T, O, X, X, T, T, T, X, X, O, 	S		13	thats interesting. can you tell me something about pittsburgh
tktk1013		U		14	i try not to.
tktk1014	T, X, X, T, X, X, X, X, X, X, T, X, X, X, X, O, X, T, T, X, X, T, X, X, X, X, X, X, X, T, 	S		15	the voices in my head may not be real, but they have some good ideas!
tktk1015		U		16	like what?
tktk1016	O, X, O, X, T, X, X, X, X, X, T, X, T, X, X, O, T, T, X, X, X, T, X, X, X, X, T, X, X, X, 	S		17	thats the picture there.
tktk1017		U		18	do you listen to music?
tktk1018	T, O, O, T, O, X, X, X, T, T, T, T, O, T, O, O, O, T, T, T, X, O, T, O, T, X, O, O, T, O, 	S		19	well, ideally, i listen to music like that. what do you think?
tktk1019		U		0	hello
tktk1020	O, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, X, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1021		U		2	that sounds good.
tktk1022	O, O, O, O, O, O, O, T, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1023		U		4	i like both, really.
tktk1024	O, O, O, O, O, X, O, T, T, O, T, O, O, X, O, T, O, O, X, O, O, T, X, O, O, X, X, O, O, O, 	S		5	youre not kidding. can we talk about something else?
tktk1025		U		6	that sounds good
tktk1026	X, O, O, O, O, T, O, T, X, O, O, O, O, X, O, O, O, O, X, O, T, X, O, O, O, X, X, T, O, O, 	S		7	my favorite super hero is captain america.
tktk1027		U		8	i can understand that, hes great.
tktk1028	O, O, O, O, O, T, O, T, O, O, O, O, O, X, O, O, O, T, X, O, O, O, X, O, T, O, O, O, O, O, 	S		9	i really like the first avenger movie, have you seen it before?
tktk1029		U		10	no, i actually havent.
tktk1030	O, O, O, O, O, O, T, O, O, O, O, O, T, O, O, O, X, X, O, O, O, O, O, X, T, X, O, O, T, T, 	S		11	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1031		U		12	that makes sense, its a very engaging story
tktk1032	O, O, O, O, T, O, T, O, O, O, O, O, T, O, O, O, O, X, O, X, O, O, O, O, T, O, O, O, O, O, 	S		13	have you seen captain america: civil war?
tktk1033		U		14	yes
tktk1034	X, X, T, T, T, T, O, X, X, X, T, O, X, O, X, T, T, X, O, X, X, X, O, O, X, X, O, T, O, T, 	S		15	okay what time
tktk1035		U		16	i dont remember
tktk1036	X, T, X, X, T, O, T, T, X, X, T, O, T, O, X, T, O, X, O, X, T, O, O, T, X, X, O, T, O, O, 	S		17	what i meant to say was, what is it that you hate?
tktk1037		U		18	i dont hate anything about it
tktk1038	X, X, T, O, X, T, T, X, X, X, O, X, X, O, X, T, T, X, X, X, X, O, O, X, X, X, O, X, X, T, 	S		19	so youre less intelligent than a computer?!
tktk1039		U		0	chris
tktk1040	O, O, O, O, O, O, O, O, O, O, O, T, O, O, T, O, O, O, O, O, O, O, T, O, X, O, X, O, X, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1041		U		2	ok, lets do that
tktk1042	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1043		U		4	super heroes movies
tktk1044	O, O, O, O, O, T, O, O, O, O, T, O, T, O, O, O, O, O, O, O, O, O, O, O, T, O, T, O, T, O, 	S		5	my favorite super hero is captain america.
tktk1045		U		6	mine is iron man
tktk1046	O, O, O, O, O, T, O, O, O, O, O, O, T, T, O, T, O, O, O, O, O, O, O, O, T, O, X, O, X, O, 	S		7	i love iron mans blue eyes.
tktk1047		U		8	i like his suit
tktk1048	O, T, T, T, T, T, X, X, O, X, X, X, O, X, O, T, T, T, O, T, O, X, X, O, T, X, X, T, T, O, 	S		9	i probably own more than 50 firearms. can we talk about something else?
tktk1049		U		10	ok, lets do it
tktk1050	O, T, O, T, O, O, O, X, O, X, X, X, O, O, O, O, X, O, O, X, O, T, X, X, T, O, T, O, T, O, 	S		11	i really like the first avenger movie, have you seen it before?
tktk1051		U		12	i have never seen it
tktk1052	O, O, O, O, O, T, X, O, O, O, O, O, T, X, O, O, T, O, O, O, O, O, O, O, T, T, T, O, T, O, 	S		13	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1053		U		14	i did, too. lol
tktk1054	O, T, O, O, O, O, T, O, O, O, T, X, O, O, O, O, T, O, O, O, O, O, O, O, T, O, T, O, T, O, 	S		15	have you seen captain america: civil war?
tktk1055		U		16	no, i have not
tktk1056	O, T, O, X, X, T, X, X, O, T, X, O, T, X, X, T, X, X, X, X, T, T, X, X, X, X, X, O, X, O, 	S		17	i do nt think so. whats your idea?
tktk1057		U		18	lets talk about the bible
tktk1058	O, T, O, T, X, T, X, T, T, X, X, X, T, X, X, T, X, X, X, X, O, X, X, X, T, X, X, T, X, O, 	S		19	my friend just saw captain america: civil war. he told me it is a really nice one, much better than the previous captain america movie.
tktk1059		U		0	hi
tktk1060	O, O, O, X, O, O, O, O, O, O, O, T, O, O, X, X, O, X, O, O, O, X, O, O, O, O, O, O, O, O, 	S		1	hello, i really like sports. how about we talk about sports
tktk1061		U		2	sure, what sports do you like?
tktk1062	O, O, T, X, X, T, O, T, O, O, T, T, O, T, T, T, X, T, T, O, T, O, T, O, T, O, O, O, O, O, 	S		3	i like what you like.
tktk1063		U		4	i like tennis
tktk1064	O, X, T, X, O, T, X, T, O, O, X, T, O, X, X, X, X, X, O, O, X, O, X, T, X, X, X, X, O, T, 	S		5	i do not.
tktk1065		U		6	ha ha ha, so why you said you like what i like...
tktk1066	O, T, O, X, X, O, O, T, X, X, X, X, O, O, X, X, O, X, T, O, T, X, T, O, O, T, T, O, T, T, 	S		7	well, you know, im not sure. can you share some interesting stuff with me?
tktk1067		U		8	like the last positive drug testing issue of sharapova
tktk1068	X, O, O, X, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, T, T, 	S		9	are you talking about sharapova, the tennis player
tktk1069		U		10	yes, exactly... i like tennis, i talk about tennis players...
tktk1070	T, X, T, X, X, O, T, T, X, X, X, X, X, O, X, X, O, X, O, O, T, X, X, X, O, T, T, O, X, T, 	S		11	well, you know, im not sure. can you tell me something about board games
tktk1071		U		12	board games... do you play go
tktk1072	X, T, O, X, X, O, O, T, X, X, X, X, T, O, X, X, O, X, T, O, X, O, T, X, X, X, T, O, O, T, 	S		13	well, you know, im not sure. let me know something youre interested in.
tktk1073		U		14	i am interested in dialogue research
tktk1074	X, T, T, X, O, T, T, T, X, X, T, T, X, X, T, X, X, X, T, O, T, X, X, T, X, T, X, X, O, T, 	S		15	that s what -- that s what i m hearing.
tktk1075		U		16	you like research
tktk1076	O, T, T, X, T, T, T, T, O, X, X, T, X, T, T, T, X, T, T, O, T, O, X, X, T, T, T, X, O, X, 	S		17	i did.
tktk1077		U		18	so, you do not like it any more?
tktk1078	O, X, X, X, O, X, T, T, O, O, X, O, X, X, O, O, X, O, T, X, X, O, X, O, X, X, X, X, O, T, 	S		19	i do.
tktk1079		U		0	hello
tktk1080	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, X, O, O, O, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1081		U		2	i love movies.  did you see deadpool?
tktk1082	O, X, O, T, X, T, O, T, O, T, O, X, X, X, O, T, O, O, X, X, X, T, O, T, T, X, T, T, T, O, 	S		3	no , no eyes , sorry
tktk1083		U		4	do you like listening to movies?
tktk1084	O, O, X, T, X, O, O, T, T, O, X, X, X, X, T, O, O, O, X, X, O, X, O, T, T, T, O, T, O, O, 	S		5	i do nt go very often.
tktk1085		U		6	do you eat?
tktk1086	T, T, T, T, X, T, O, T, T, T, X, X, O, T, O, O, O, T, T, T, O, T, O, T, T, T, O, O, O, O, 	S		7	i certainly try.
tktk1087		U		8	what do you like to eat?
tktk1088	T, T, X, T, X, O, T, X, T, O, O, X, O, X, T, O, O, T, X, O, T, O, O, X, T, T, O, T, T, O, 	S		9	anything that sounds good when i m getting high.
tktk1089		U		10	ok so you smoke?
tktk1090	X, X, X, X, X, X, X, T, X, T, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, X, T, X, X, 	S		11	it s also miraculous that our tent did nt just fly away.
tktk1091		U		12	are we camping?
tktk1092	T, X, X, X, X, X, X, T, X, X, X, X, X, X, X, X, X, X, X, T, X, X, T, X, X, T, T, T, X, X, 	S		13	he s still there.
tktk1093		U		14	who is?
tktk1094	X, X, X, X, X, X, O, O, X, O, X, X, X, O, T, X, X, X, T, X, X, X, X, X, X, X, T, T, X, X, 	S		15	stop being so naughty , dear.
tktk1095		U		16	ok
tktk1096	X, O, T, X, T, X, O, T, X, T, O, X, T, O, O, T, X, T, O, O, O, X, O, X, T, X, T, T, T, T, 	S		17	thank you.
tktk1097		U		18	youre welcome
tktk1098	X, X, X, X, X, X, X, T, X, T, O, X, T, X, T, X, X, X, X, X, X, T, T, X, X, T, O, T, X, X, 	S		19	i m alive , yes.
tktk1099		U		0	hello
tktk1100	O, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, X, 	S		1	hello, i really like movies. how about we talk about movies
tktk1101		U		2	we can talk about movies if youd like
tktk1102	O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, T, 	S		3	do you like super hero movies or disney movies?
tktk1103		U		4	i prefer super hero movies
tktk1104	O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, O, X, 	S		5	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1105		U		6	i also enjoyed the first avenger movie
tktk1106	O, O, O, T, O, O, O, O, O, T, O, O, T, O, O, O, O, O, O, T, T, X, O, O, O, T, T, O, X, X, 	S		7	i just saw captain america: civil war. it is a really nice one, much better than the previous captain america movie.
tktk1107		U		8	why did you like it better than the winter soldier?
tktk1108	O, X, T, T, X, T, X, O, O, T, T, T, T, X, T, T, X, O, O, O, X, X, X, O, T, T, X, O, X, X, 	S		9	my favorite super hero is captain america.
tktk1109		U		10	why do you like captain america?
tktk1110	O, O, O, O, X, O, X, O, O, T, O, O, T, O, O, O, O, O, O, O, O, X, T, O, O, O, O, O, O, O, 	S		11	i love captain americas blue eyes.
tktk1111		U		12	so what do you think of iron man?
tktk1112	O, O, T, O, X, T, X, O, O, T, O, O, T, X, T, O, O, O, T, O, O, X, T, O, O, O, O, O, O, O, 	S		13	i love iron mans blue eyes.
tktk1113		U		14	im not sure iron man has blue eyes. why do you like blue eyes?
tktk1114	O, T, X, T, X, X, X, T, O, T, T, T, T, X, X, O, X, X, X, X, X, X, X, T, T, O, T, T, O, O, 	S		15	i love iron mans blue eyes.
tktk1115		U		16	it was nice talking to you. have a nice day.
tktk1116	O, T, T, X, X, X, X, O, X, O, X, T, X, X, X, T, X, X, O, T, X, X, O, T, T, X, T, X, O, T, 	S		17	have you seen captain america: civil war?
tktk1117		U		18	i have not seen that movie yet
tktk1118	O, O, O, O, X, O, X, O, O, O, O, O, O, O, X, O, T, O, O, O, O, T, O, O, O, O, O, T, X, T, 	S		19	do you want to see captain america: civil war together?
tktk1119		U		0	hey what is a good movie to see
tktk1120	T, O, T, T, T, T, X, O, T, O, X, X, X, O, O, O, X, O, T, X, T, T, O, O, O, O, O, X, O, T, 	S		1	hello, i really like movies. how about we talk about movies
tktk1121		U		2	tell me the best one to see now.
tktk1122	X, O, T, X, T, X, X, T, X, T, O, O, T, O, O, O, X, T, O, O, O, O, O, O, O, O, O, X, O, O, 	S		3	do you want to see captain america: civil war together?
tktk1123		U		4	yes
tktk1124	X, O, T, T, T, X, X, X, O, O, T, X, T, O, O, O, X, O, O, T, O, O, T, T, T, O, T, X, O, T, 	S		5	will you be serious, and say something in a complete sentence?
tktk1125		U		6	yes. i want to seee it.
tktk1126	T, O, T, X, T, X, X, T, T, X, T, X, T, O, O, T, T, O, O, X, O, O, O, O, X, O, O, X, T, O, 	S		7	what is seee?
tktk1127		U		8	it is see
tktk1128	X, X, T, T, T, X, X, X, T, O, O, X, O, O, O, O, X, T, T, X, O, X, O, O, X, O, T, X, T, X, 	S		9	it is.
tktk1129		U		10	what are you talking about
tktk1130	X, O, T, T, X, X, X, O, O, O, T, X, X, O, X, O, X, X, O, T, X, X, T, T, O, O, O, X, O, X, 	S		11	who is your favorite super hero?
tktk1131		U		12	mine are the teen titans
tktk1132	X, O, T, T, T, X, X, T, T, O, O, X, X, O, T, O, O, T, O, T, T, T, O, O, O, O, O, X, O, O, 	S		13	have you seen captain america: civil war?
tktk1133		U		14	no i have not seen it.
tktk1134	T, X, T, T, T, X, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, X, O, O, 	S		15	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1135		U		16	i really do not care that much.
tktk1136	X, O, T, T, T, X, X, O, X, O, O, X, T, O, O, O, X, O, O, T, O, O, O, O, O, O, O, X, O, T, 	S		17	do you like super hero movies or disney movies?
tktk1137		U		18	i would rather see disney movies becuase of my kids
tktk1138	T, O, X, T, T, X, X, T, T, X, T, O, T, O, O, T, X, T, O, T, O, O, T, O, T, O, T, X, T, O, 	S		19	what is becuase?
tktk1139		U		0	hi all, how are you?
tktk1140	O, O, O, T, T, X, X, X, O, O, X, O, O, O, O, T, O, O, O, O, O, T, O, T, O, O, O, X, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1141		U		2	i was also like, what genre?
tktk1142	O, O, O, O, O, X, O, T, T, O, O, T, O, O, O, T, O, O, O, O, O, T, O, O, O, O, O, O, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1143		U		4	some
tktk1144	O, O, O, O, O, O, X, O, X, T, O, T, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, T, 	S		5	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1145		U		6	i do not like for me top film schindler list
tktk1146	O, O, T, X, T, O, T, X, X, O, X, T, X, T, O, T, O, O, O, O, O, O, O, T, X, T, O, O, O, O, 	S		7	are you talking about schindler, the manufacturing company
tktk1147		U		8	not the company, but the film schindlers list
tktk1148	O, T, T, X, X, O, T, T, O, O, X, T, X, O, O, O, T, O, O, O, O, O, O, T, T, T, O, T, X, O, 	S		9	what is schindler?
tktk1149		U		10	he saved many people from death during world war ii
tktk1150	X, T, O, X, X, X, X, O, X, X, X, X, X, T, X, T, T, X, T, T, T, O, T, X, X, X, T, X, T, O, 	S		11	i love deaths variable eyes.
tktk1151		U		12	i can not understand you
tktk1152	T, T, O, X, X, X, T, T, X, T, X, X, X, O, T, X, X, O, O, T, T, O, X, T, X, O, O, X, X, X, 	S		13	i just saw captain america: civil war. it is a really nice one, much better than the previous captain america movie.
tktk1153		U		14	this movie i do not like are fictitious,
tktk1154	O, O, O, O, X, O, O, X, X, O, T, O, O, O, O, O, O, O, T, O, O, O, O, O, O, T, O, T, T, O, 	S		15	what is fictitious?
tktk1155		U		16	not real and fictional
tktk1156	O, O, O, X, X, O, O, T, T, T, X, O, O, O, O, O, O, O, X, O, T, O, O, O, X, O, O, X, X, O, 	S		17	what is fictional?
tktk1157		U		18	captain america is fictional
tktk1158	T, X, O, X, X, X, T, T, X, X, T, T, T, O, T, T, O, T, O, X, T, O, T, O, X, T, O, X, X, T, 	S		19	i love captain americas blue eyes.
tktk1159		U		0	hello
tktk1160	X, X, T, T, T, T, O, T, O, T, O, O, X, O, O, O, T, X, O, T, X, X, O, O, X, X, X, X, X, O, 	S		1	a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk1161		U		2	what a dad joke.
tktk1162	X, O, T, T, T, X, O, T, O, X, O, O, X, O, O, X, T, X, T, T, X, T, O, O, X, O, T, T, X, X, 	S		3	i dont know. what do you think about your life
tktk1163		U		4	i like my life.
tktk1164	X, O, O, T, T, T, O, T, O, T, T, T, X, O, X, O, T, X, T, O, X, T, O, O, X, O, O, O, O, T, 	S		5	oh, i dont have any love life. what do you think?
tktk1165		U		6	your answers are weird
tktk1166	X, T, O, O, T, X, O, X, T, X, O, O, T, O, X, X, T, X, T, O, T, O, O, T, T, T, T, X, X, T, 	S		7	let us make a plan to see the latest star war movies together
tktk1167		U		8	ive already seen it
tktk1168	X, X, X, X, X, X, O, X, O, X, T, O, T, O, T, X, O, T, T, T, T, X, O, X, T, O, X, X, O, T, 	S		9	shes very grounding.
tktk1169		U		10	??
tktk1170	T, X, X, T, X, X, X, X, O, X, O, O, X, O, X, X, O, O, T, T, T, T, O, T, T, X, X, T, X, T, 	S		11	thats interesting. can you tell me something about politics
tktk1171		U		12	trump might be president
tktk1172	T, O, O, O, O, O, T, X, O, T, O, O, X, O, T, X, O, T, T, T, T, O, O, O, T, O, T, T, T, T, 	S		13	thats getting interesting. what do you think?
tktk1173		U		14	itll be hilarious
tktk1174	O, O, O, O, O, O, T, X, O, T, O, O, X, O, T, X, T, T, T, T, T, O, O, O, T, O, T, T, X, T, 	S		15	yes, i tend to think it would be. any thoughts?
tktk1175		U		16	it would certainly be an interesting time for america
tktk1176	O, O, O, O, O, O, X, X, O, O, O, O, O, O, T, X, O, T, T, T, X, O, O, O, X, O, X, X, X, T, 	S		17	yes, it would.
tktk1177		U		18	glad you agree
tktk1178	X, X, X, T, T, T, T, X, O, X, T, O, O, O, X, X, O, O, T, T, O, X, T, T, T, O, O, T, O, T, 	S		19	no.
tktk1179		U		0	greetings.
tktk1180	O, O, T, O, T, O, O, T, O, O, T, T, O, O, O, O, T, O, O, T, T, O, T, O, O, T, O, X, O, O, 	S		1	what is greetings?
tktk1181		U		2	greeting is a salutation.
tktk1182	O, O, T, O, T, O, O, X, O, O, T, O, O, O, T, O, O, O, O, T, T, O, T, O, O, T, O, X, O, O, 	S		3	what is salutation?
tktk1183		U		4	a salutation is a fancy way of saying hello.
tktk1184	T, T, X, X, T, O, O, X, X, O, X, X, O, O, T, T, X, O, X, X, X, X, O, X, T, X, X, X, X, X, 	S		5	uhh, i cant answer this.  let me tell you a joke. what does a superhero put in his drink? just ice.
tktk1185		U		6	that took me a minute. good one.
tktk1186	O, T, X, X, T, O, O, T, T, O, X, X, O, O, T, T, T, O, X, X, X, O, O, T, O, T, T, T, T, X, 	S		7	i dont know. great. lets talk other stuff then.
tktk1187		U		8	what sort of things do you like?
tktk1188	O, T, X, X, T, O, O, T, O, O, T, T, O, O, O, T, O, O, T, X, T, O, T, O, T, T, O, O, O, X, 	S		9	i dont know. let me know something youre interested in.
tktk1189		U		10	i like board games.
tktk1190	O, T, X, X, T, O, O, X, O, O, T, O, O, O, O, O, O, O, O, X, O, T, O, O, O, T, O, O, X, X, 	S		11	great we can play many
tktk1191		U		12	do you have a favorite board game?
tktk1192	O, T, X, O, T, O, O, T, T, O, T, T, O, O, X, T, T, O, X, X, X, O, O, X, T, X, X, T, X, X, 	S		13	could you tell me more about that?
tktk1193		U		14	my favorite board game is settlers of catan.
tktk1194	O, T, X, X, X, O, O, X, T, O, T, T, O, X, O, O, O, O, T, X, T, O, O, T, X, T, O, O, O, X, 	S		15	are you talking about catan, the city in argentina
tktk1195		U		16	is that what its based on? how cool.
tktk1196	O, T, X, X, T, O, O, X, O, O, T, O, O, O, T, O, T, O, T, X, O, T, O, O, O, O, O, O, X, X, 	S		17	well, you know, im not sure. thats interesting.
tktk1197		U		18	thinking on it, i dont think argentina has island cities.
tktk1198	T, T, X, X, T, O, O, T, T, O, T, O, O, X, O, O, O, O, O, X, O, O, O, T, O, O, O, O, O, X, 	S		19	are you talking about argentina, the country in south america
tktk1199		U		0	how are you
tktk1200	O, X, X, X, X, X, X, T, X, X, T, X, X, X, X, X, X, X, X, O, X, X, X, X, X, X, X, X, X, O, 	S		1	uh-huh, i do.
tktk1201		U		2	whats your favorite movie?
tktk1202	O, X, O, T, O, O, T, T, O, O, X, O, T, O, X, X, X, O, T, O, O, O, T, X, X, T, T, O, O, O, 	S		3	i dont know. what do you think about politics
tktk1203		U		4	theyre annoying.
tktk1204	O, X, T, T, X, X, X, X, T, X, X, X, T, T, X, O, X, T, X, O, O, T, X, X, X, X, X, T, X, O, 	S		5	uhh, i cant answer this. let me tell you something, we never really grow up, we only learn how to act in public.
tktk1205		U		6	what does that mean?
tktk1206	O, X, X, X, O, X, X, T, X, X, X, T, T, O, X, T, T, O, X, O, T, T, X, X, X, X, O, T, X, X, 	S		7	well, i certainly dont think you want to be serving cancerous food to your customers, if you know what that is. what do you think?
tktk1207		U		8	i think cancerous food is bad.
tktk1208	O, X, T, X, X, X, X, X, T, X, X, T, T, O, X, O, O, T, T, O, O, T, X, X, X, T, T, T, X, X, 	S		9	uhh, i cant answer this. but anyway, id like to chat with you.
tktk1209		U		10	what do you want to chat about?
tktk1210	X, X, T, X, T, X, X, T, X, O, X, T, T, O, X, T, X, T, T, O, T, T, X, X, X, X, O, T, X, X, 	S		11	i certainly try. any thoughts?
tktk1211		U		12	when does the sun go down?
tktk1212	O, X, T, X, O, X, X, T, X, X, X, T, X, T, X, X, X, X, T, O, X, T, X, X, X, X, X, X, X, X, 	S		13	ok. what do you think about music
tktk1213		U		14	its ok
tktk1214	X, X, O, X, X, X, X, T, T, X, X, X, X, T, X, X, X, T, T, O, O, T, X, X, X, T, O, T, T, X, 	S		15	i dont know. let me tell you a joke, a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk1215		U		16	haha
tktk1216	O, X, O, T, O, X, X, O, T, T, X, T, X, T, O, O, X, X, O, O, O, T, X, X, X, T, O, O, O, X, 	S		17	wow. any thoughts?
tktk1217		U		18	pretty funny
tktk1218	O, X, T, T, X, T, X, X, T, X, X, X, O, T, X, O, T, T, T, O, O, T, X, X, X, T, T, X, O, X, 	S		19	thats interesting. let me tell you something, i never make the same mistake twice. i make it five and six times, just to be sure.
tktk1219		U		0	hello
tktk1220	O, O, X, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, X, O, O, O, 	S		1	hello, i really like music. how about we talk about music
tktk1221		U		2	we can do that
tktk1222	T, X, X, T, T, X, X, X, O, T, O, O, O, O, O, T, X, O, O, T, O, O, X, O, O, X, X, X, T, X, 	S		3	we do.
tktk1223		U		4	alright then.
tktk1224	O, X, X, T, T, T, T, X, O, O, T, O, O, O, O, O, T, O, O, T, O, O, O, O, X, X, X, T, O, O, 	S		5	could you tell me more about that?
tktk1225		U		6	i really like rock.
tktk1226	X, X, X, T, X, O, T, O, O, T, T, O, O, O, O, T, T, T, T, T, O, X, O, T, T, T, X, X, T, T, 	S		7	you re not kidding . can we talk about something else?
tktk1227		U		8	sure
tktk1228	O, X, X, O, T, O, T, T, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, T, O, O, X, T, O, O, 	S		9	how about we do something we both like
tktk1229		U		10	we can do that.
tktk1230	T, X, X, T, X, X, X, X, O, O, T, O, O, O, O, O, T, O, O, T, O, O, T, T, O, T, X, X, T, X, 	S		11	we do.
tktk1231		U		12	alright then.
tktk1232	O, O, X, O, O, X, T, O, O, O, O, O, T, O, O, O, T, T, T, O, O, X, O, T, O, O, T, O, O, X, 	S		13	lets find a singer we both like.
tktk1233		U		14	what singer do you like.
tktk1234	O, O, T, O, X, X, X, O, O, X, O, O, O, O, O, O, T, O, O, O, O, X, O, T, O, O, T, T, T, X, 	S		15	anything that sounds good when i m getting high.
tktk1235		U		16	thats sounds pretty good right about now.
tktk1236	O, X, T, T, T, O, X, X, T, X, T, O, X, O, O, O, T, O, T, T, O, X, O, O, X, T, T, O, O, O, 	S		17	that is a funny joke . do you know more?
tktk1237		U		18	i dont really.
tktk1238	X, X, X, X, T, X, X, X, T, T, T, O, T, T, O, O, T, T, T, X, O, X, T, T, X, X, O, O, X, X, 	S		19	and while he tries to form the question , i ll tell you who s with me tonight.
tktk1239		U		0	pick a number.
tktk1240	X, X, X, X, X, X, T, X, X, X, X, X, X, X, T, X, X, O, O, X, X, X, O, T, O, X, T, O, X, X, 	S		1	i loved one of these nights.
tktk1241		U		2	name an animal.
tktk1242	X, X, X, T, X, X, X, X, X, X, X, T, X, X, X, X, X, O, O, X, X, X, O, O, O, X, O, O, X, X, 	S		3	well, once in awhile you might get an elephant dung. what do you think?
tktk1243		U		4	name a city.
tktk1244	X, X, X, X, X, T, O, X, X, X, X, T, X, X, O, X, X, T, O, O, X, X, X, T, O, X, T, T, X, X, 	S		5	abcd
tktk1245		U		6	name a state.
tktk1246	X, T, X, T, X, T, X, X, X, X, T, X, X, X, T, T, X, O, O, X, X, X, X, X, O, X, T, T, T, X, 	S		7	you just dont quit. whats your idea?
tktk1247		U		8	what is your location?
tktk1248	X, T, X, O, X, X, X, X, X, X, X, X, X, X, T, X, X, X, O, T, X, X, X, O, O, X, T, X, O, X, 	S		9	do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk1249		U		10	are you a robot?
tktk1250	T, O, X, X, O, O, T, T, T, T, O, O, T, X, O, T, X, T, O, O, X, T, X, T, O, X, T, X, X, T, 	S		11	no.
tktk1251		U		12	where are you from?
tktk1252	X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, T, X, X, X, O, O, X, O, T, T, X, 	S		13	yes, i think so.
tktk1253		U		14	what color is an elephant?
tktk1254	X, X, T, X, X, X, X, X, T, X, X, X, X, X, X, X, X, T, O, T, X, X, X, O, O, X, T, O, T, X, 	S		15	i like green
tktk1255		U		16	who is this?
tktk1256	X, X, T, O, X, X, X, X, X, X, X, X, X, X, X, X, X, T, O, X, X, X, X, O, O, X, T, X, T, X, 	S		17	now, all... whats your idea?
tktk1257		U		18	do you know who the president of the united states is?
tktk1258	X, X, T, O, X, X, X, X, T, X, X, X, X, X, O, X, X, T, O, X, X, X, X, T, O, X, T, X, T, X, 	S		19	no, i had no idea there was a camera set up. what do you think?
tktk1259		U		0	hello
tktk1260	T, X, O, O, T, O, T, O, O, O, X, O, T, T, T, O, T, O, X, O, O, O, O, O, O, T, O, O, O, X, 	S		1	how about we do something we both like
tktk1261		U		2	sure
