id	speaker	time	turn-index	utterance	annotations
iri555	S		15	he scans the camp. the bird is gone.	O,O,O,O,O,O,O,O,O,O,T,O,O,X,O,O,O,T,O,O,X,O,O,T,X,O,O,O,O,X, 
iri556	U		16	who is scanning the camp?	
iri557	S		17	i think you gotta camp it here...	T,X,T,T,X,X,O,X,X,T,O,T,O,O,T,X,X,X,T,O,O,O,O,X,X,T,X,X,T,X, 
iri558	U		18	i ca not do that!	
iri559	S		19	i tell you, i could fly around this room with my eyes closed!	X,X,T,X,X,X,X,O,T,T,T,O,T,T,X,X,O,X,T,O,T,O,O,T,X,T,O,X,O,X, 
iri560	U		0	where is fire island located ?	
iri561	S		1	goodbye, angels. mr. danny.  ms. wu.	T,T,T,O,X,T,X,O,T,O,T,O,O,T,T,T,O,O,T,O,T,O,O,O,X,O,O,X,O,X, 
iri562	U		2	hello mr. wu	
iri563	S		3	goodbye, angels. mr. danny.  ms. wu.	T,O,O,O,O,T,X,O,O,O,O,O,O,O,T,O,O,T,O,O,T,O,O,O,X,O,O,O,O,X, 
iri564	U		4	nice to meet you	
iri565	S		5	great to meet you nathan. i am a big fan.	T,O,O,O,O,T,X,O,O,T,T,T,T,O,X,O,O,X,O,T,T,O,X,O,X,O,O,X,T,X, 
iri566	U		6	my name is bob	
iri567	S		7	right. and he is playing chronic. aka ray.	X,X,T,X,X,X,X,X,X,T,T,X,T,X,X,X,T,T,X,T,X,T,X,X,X,X,T,X,T,X, 
iri568	U		8	ok , i understand	
iri569	S		9	you notice last night, that tattoo on my butt?	X,X,T,X,X,X,X,X,X,T,T,O,O,X,X,X,X,T,X,T,T,T,X,X,X,T,X,X,T,X, 
iri570	U		10	haha no! i have not noticed it!	
iri571	S		11	seriously, what is going on?	T,O,O,O,T,T,T,O,O,T,X,X,O,O,T,O,O,O,O,T,T,O,O,O,X,O,T,O,X,X, 
iri572	U		12	i am tired !	
iri573	S		13	you can sleep tomorrow... come on...	O,T,O,T,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O,T,T,O,O,O,T,O,X,O,X,X, 
iri574	U		14	no! i want to sleep now	
iri575	S		15	no.	O,X,O,T,T,T,T,X,O,X,T,O,O,O,T,O,O,X,T,X,T,T,X,O,T,O,X,X,X,X, 
iri576	U		16	yes	
iri577	S		17	fucks large women. what can i say.	O,O,O,T,O,T,O,X,T,O,T,O,T,O,T,O,T,X,O,X,T,T,T,O,T,O,X,T,T,T, 
iri578	U		18	i do not get you!	
iri579	S		19	look. they are moving. i told you.	T,X,T,X,T,O,X,X,X,X,O,T,T,T,X,O,X,X,O,X,X,X,X,T,X,X,T,X,T,T, 
iri580	U		0	hi alex	
iri581	S		1	you guys know my roommate, danny.	O,T,T,X,T,X,T,X,T,X,T,T,X,O,X,O,T,X,O,X,X,X,X,O,X,T,T,X,T,T, 
iri582	U		2	hi guys, nice to meet you	
iri583	S		3	nice to meet you.	O,O,O,T,O,O,O,X,T,O,X,T,T,O,T,O,O,X,O,X,O,T,O,O,X,O,X,O,T,T, 
iri584	U		4	by the way, i did not know we where roommates!	
iri585	S		5	you know you did!	O,T,O,X,O,O,O,X,T,O,X,T,T,T,X,O,X,X,T,X,T,T,T,O,T,T,T,X,O,O, 
iri586	U		6	well, i am confused now	
iri587	S		7	are not we all?	O,X,X,T,T,X,T,X,O,X,T,T,T,O,X,O,T,X,O,X,O,X,T,T,T,X,T,T,O,O, 
iri588	U		8	i guess so	
iri589	S		9	michael rocks. very hip.	X,X,O,X,T,X,T,X,T,X,T,X,T,O,X,O,T,X,O,X,T,X,T,T,T,T,T,T,O,O, 
iri590	U		10	yeah... very very very hip	
iri591	S		11	oh, danny! dear!	O,T,O,O,T,O,T, O,O,O,O,O,O,T,X,X,X,X,T, T,T,T,T,X,T,X,T,O,X,O, 
iri592	U		12	are you drunk alex?	
iri593	S		13	well, that goes without saying...	X,O,O,T,O,T,O, O,O,O,T,O,O,T,O,T,O,T,T, X,O,O,T,X,T,O,X,X,X,X, 
iri594	U		14	ver bad, it is so early in the morning and you are drunk already!	
iri595	S		15	drunk.	T,O,T,T,O,X,X, X,X,O,X,X,X,T,X,T,X,O,X, O,T,X,T,O,T,X,X,X,X,X, 
iri596	U		16	you are setting bad example for the children	
iri597	S		17	well... there is my keen fashion sense, for one.	T,O,T,T,T,T,T, X,O,O,X,T,X,O,X,X,T,O,T, O,T,T,T,O,T,X,X,X,O,X, 
iri598	U		18	you should be more responsible	
iri599	S		19	there is another worrier. he is probably all cranked up on speed.	X,T,O,T,T,X,T, T,X,O,X,T,X,O,O,X,X,T,T, O,T,X,T,O,T,T,X,X,X,X, 
iri600	U		0	hi there	
iri601	S		1	excuse me.	X,T,T,T,T,X,X, X,X,O,X,T,X,X,X,X,X,X,X, O,T,X,T,X,T,X,X,X,X,X, 
iri602	U		2	what?	
iri603	S		3	a lens. do you have a lens?	O,O,O,X,T,O,O, O,O,O,X,O,O,X,X,T,X,O,T, O,O,X,T,X,T,T,X,X,O,O, 
iri604	U		4	no	
iri605	S		5	danny, i am sorry. it is the job.	T,O,O,X,O,O,T, O,X,O,X,O,O,O,O,O,T,T,T, T,O,O,T,O,T,O,X,T,O,X, 
iri606	U		6	it is ok	
iri607	S		7	come danny, let is go to daddy is new evil lair.	T,O,O,O,O,T,O, O,X,O,X,T,X,X,X,T,O,O,T, X,O,O,T,X,T,O,X,T,X,X, 
iri608	U		8	ok	
iri609	S		9	hide your laptop here.	O,O,O,O,O,O,O, O,O,O,T,O,O,O,O,O,O,O,O, O,O,T,O,O,O,T,X,O,O,X, 
iri610	U		10	ok	
iri611	S		11	no. i am not fighting anymore.	T,O,T,X,O,T,T,X,T,T,T,T,T,O,O,T,X,X,X,T,T,T,O,T,X,T,T,X,T,T, 
iri612	U		12	ok	
iri613	S		13	could you please say something different?	O,O,X,X,O,X,X,X,O,O,X,X,O,O,T,X,X,T,O,X,X,X,O,O,T,O,X,O,T,T, 
iri614	U		14	yes, sorry	
iri615	S		15	how is the tea?	O,O,O,T,O,O,O,O,O,O,O,T,T,T,O,T,X,O,T,O,O,O,O,O,O,O,X,O,T,O, 
iri616	U		16	it is lovely	
iri617	S		17	what is the matter?	O,O,X,O,T,T,T,T,O,O,T,X,T,X,T,O,X,T,O,T,T,T,X,O,T,X,X,O,T,O, 
iri618	U		18	nothing, i am just a bit stressed	
iri619	S		19	just a little bit?	O,O,X,O,T,X,X,X,O,T,X,O,T,X,T,T,X,X,O,X,X,X,X,X,X,X,X,X,X,O, 
iri620	U		0	hello	
iri621	S		1	yeah... you are kidding.	X,O,T,O,X,T,X,X,O,O,X,X,O,T,O,X,X,X,O,T,T,T,X,T,T,T,X,T,X,T, 
iri622	U		2	about what?	
iri623	S		3	that is your receipt for your husband.  thank you.	X,O,X,O,T,X,X,X,O,O,T,T,O,T,O,O,X,O,T,X,X,X,T,O,T,O,T,O,O,O, 
iri624	U		4	what is the receipt for?	
iri625	S		5	just give me a receipt. hey, danny, you okay?	T,O,O,X,X,O,O,O,O,O,O,T,O,X,O,T,T,O,X,O,O,O,X,T,O,X,X,X,T,X, 
iri626	U		6	yeah, why?	
iri627	S		7	you do not have a passport.	X,O,X,X,X,O,O,T,T,O,O,T,O,T,O,O,X,T,T,O,O,O,T,O,T,O,T,O,X,O, 
iri628	U		8	oh shit	
iri629	S		9	sarah, get security! code red.	X,O,T,O,X,O,O,T,O,O,T,X,T,X,T,X,O,O,T,O,O,O,X,O,X,O,T,O,X,T, 
iri630	U		10	i am so sorry i forgot my passport!	
iri631	S		11	come on, stop being a baby about this. okay, so we back-tracked a tad.	O,T,T,O,O,T,T,X,O,O,O,O,T,T,X,T,O,T,X, X,T,T,T,T,T,T, O,O,T,O, 
iri632	U		12	will everything be okay?	
iri633	S		13	yeah, yeah, everything is fine, but...  .i ca not accept this.	X,X,X,O,T,X,X,O,O,T,T,T,T,X,X,X,X,X,X, X,T,X,X,X,O,X, T,T,X,T, 
iri634	U		14	accept the lack of a passport?	
iri635	S		15	shut up. have you got your passport?	X,T,T,O,T,O,O,T,O,X,T,X,T,X,X,O,X,X,X, X,T,X,X,X,X,T, X,T,T,X, 
iri636	U		16	no...	
iri637	S		17	never?	X,X,X,O,T,X,X,O,O,T,T,T,T,X,X,O,X,X,X, X,X,X,X,X,O,O, X,X,X,X, 
iri638	U		18	it is gone	
iri639	S		19	and with it, all hope.	X,X,X,O,T,X,X,O,X,O,O,O,O,X,X,X,X,X,X, X,X,T,X,X,X,X, O,O,X,O, 
iri640	U		0	hi alex, how was your day?	
iri641	S		1	hi, danny, how --	X,T,T,O,T,X,X,T,X,O,O,O,O,X,X,X,X,X,X, X,X,X,X,X,X,T, O,O,X,O, 
iri642	U		2	my day was ok	
iri643	S		3	hide your laptop here.	T,X,X,O,T,X,O,T,O,O,O,O,T,X,X,X,X,X,X, X,X,X,X,X,O,T, O,O,X,O, 
iri644	U		4	where?	
iri645	S		5	i am here with you.	X,X,X,O,T,X,X,O,X,O,O,O,O,X,X,T,X,X,X, X,T,X,X,X,X,T, O,O,X,O, 
iri646	U		6	yes, but what about the laptop?	
iri647	S		7	no.	X,T,X,O,T,X,X,T,X,T,T,T,T,X,X,X,X,X,X, X,X,X,X,T,O,X, T,T,X,T, 
iri648	U		8	no, what?	
iri649	S		9	and how, oh how, can these death traps be avoided?	T,X,X,X,T,X,X,T,T,O,O,O,T,X,X,X,X,T,X, X,X,X,X,T,X,O, O,O,X,O, 
iri650	U		10	which death traps?	
iri651	S		11	which is?	'O','O','O','O','O','T','O','O','O','X','T','O','T','T','O','O','X','O','O','O','T','T','O','X','O','O','T','O','O','O', 
iri652	U		12	ok. let is talk about other things	'O','O','O','X','X','X','T','O','O','O','X','T','X','O','T','O','O','T','T','O','X','T','O','X','T','T','X','O','O','T', 
iri653	S		13	daddy, are you upset that i am still a virgin?!	'X','O','O','X','X','T','X','O','O','X','X','X','O','T','X','O','X','T','T','T','X','O','O','X','X','O','X','X','X','X', 
iri654	U		14	why are you talking about that?	'X','O','T','X','T','X','X','O','T','T','O','T','O','T','X','X','O','T','X','T','T','X','O','T','O','O','O','T','X','T', 
iri655	S		15	weird? you mean like you hanging out with that homeless, poke?	'O','O','T','X','O','X','O','T','T','X','T','O','X','O','X','X','O','O','T','T','O','T','O','T','O','O','T','X','X','T', 
iri656	U		16	yes, weird.	'X','T','X','X','X','X','X','T','X','X','X','X','X','X','X','X','X','T','X','T','X','X','T','X','X','T','X','O','X','X', 
iri657	S		17	i want my money back!	'O','O','X','X','T','X','T','T','T','O','T','T','T','T','T','X','O','O','T','T','X','T','T','T','X','O','X','O','X','T', 
iri658	U		18	i am not going to give you the money back	'O','O','X','X','O','O','O','T','T','T','O','O','O','O','O','X','O','T','X','T','O','O','T','X','O','T','T','T','X','X', 
iri659	S		19	i am not going to....	'O','O','X','X','O','T','O','T','T','O','O','O','T','O','T','X','O','T','O','T','O','O','T','O','T','O','T','T','X','T', 
iri660	U		0	hi alex	'O','O','X','X','X','X','X','X','T','X','X','X','X','X','X','X','T','T','X','T','T','X','T','T','T','O','X','X','X','X', 
iri661	S		1	bad day, huh?	T,T, O,O,O,X,X,O,X,O,O,O,T,T,X,O,O,X,X,O,X, X,O,T,X,T,T,O,X,T, 
iri662	U		2	no, actually, it was not so bad, at least i answered all my emails	
iri663	S		3	you have not answered my question.	X,X, T,X,T,X,T,X,X,O,X,O,X,X,X,X,O,X,T,T,T, X,X,T,X,X,O,O,X,X, 
iri664	U		4	i think i did	
iri665	S		5	for god is sakes, danny, even freud speaks of a latency period.	X,X, T,T,T,X,X,X,X,O,X,X,X,X,X,X,O,X,X,T,X, X,X,T,X,X,O,O,X,X, 
iri666	U		6	what is a latency period?	
iri667	S		7	well, i never had a latency period. i ca not help it.	X,T, T,O,X,X,T,X,X,X,T,X,X,T,T,T,O,X,T,X,T, O,X,T,X,O,O,X,X,X, 
iri668	U		8	ok, so let us change the topic	
iri669	S		9	yeah, well, that is a topic for another-	T,O, O,T,X,X,T,T,X,X,O,T,X,T,T,T,O,O,T,T,X, T,X,T,X,O,O,X,X,T, 
iri670	U		10	did you see kung fu panda?	
iri671	S		11	well fu-uck you!	X,X, T,O,T,X,T,T,T,X,O,T,T,X,X,X,O,X,X,X,X, T,X,T,T,T,O,X,X,X, 
iri672	U		12	sorry, i did not mean any offence, why you got mad?	
iri673	S		13	you are mad. why are you mad?	T,X, T,T,X,X,X,X,T,X,T,T,X,O,X,X,O,X,X,X,X, X,X,T,X,X,O,X,X,T, 
iri674	U		14	you are the one offensive	
iri675	S		15	well, i do not know if sorry can make up for it.	T,X, O,T,T,X,T,X,X,X,X,T,X,O,X,O,O,X,T,X,X, O,O,T,X,T,O,X,X,O, 
iri676	U		16	yes, you own me an apology because you were rude	
iri677	S		17	look, i owe you an apology...	X,X, X,T,T,O,X,X,X,X,X,T,O,X,X,X,X,X,X,X,X, X,X,X,X,X,T,X,X,X, 
iri678	U		18	thanks, next time moderate your vocabulary	
iri679	S		19	next.	X,X, X,X,X,X,X,X,X,X,T,X,X,O,X,X,O,X,X,X,X, X,X,T,X,X,O,X,X,X, 
iri680	U		0	hi alex, how old are you?	
iri681	S		1	not bad.	X,X,X,T,T,T,X,X,X,X, X,X,X,X,X,T,T,T,T,X,O,X,T,T,T,X,T,T,T,T, 
iri682	U		2	not bad movie?	
iri683	S		3	when you fall in love with your kidnappers.	X,X,T,T,T,O,T,O,X,X, X,X,X,X,X,X,X,X,T,X,O,O,X,X,X,X,X,T,O,X, 
iri684	U		4	kidnapper	
iri685	S		5	cease fire!	O,T,X,X,T,X,T,T,O,X, O,X,T,T,O,X,X,X,T,O,O,X,X,X,T,O,T,X,X,X, 
iri686	U		6	cease fire	
iri687	S		7	you do and i will fire you.	O,T,O,O,O,T,T,O,O,X, X,X,T,O,O,O,O,O,T,O,O,T,T,T,T,O,T,O,O,O, 
iri688	U		8	i will fire you first	
iri689	S		9	fire!	X,T,O,O,O,T,T,X,T,X, X,T,T,X,T,O,O,O,T,O,O,T,X,X,X,X,X,O,O,O, 
iri690	U		10	tell me a joke	
iri691	S		11	yeah, well.	X,X,O,O,O,X,T,X,X,X, X,X,X,X,X,O,O,O,X,X,O,T,X,X,X,X,X,O,O,O, 
iri692	U		12	go ahead	
iri693	S		13	 would...but sid, let me urge you to work closely with the new president, and to keep giving danny industries all your energies -- but not your soul.	X,X,X,T,T,X,T,X,X,X, X,X,X,X,T,X,T,T,X,X,O,T,X,X,X,X,X,T,T,T, 
iri694	U		14	and	
iri695	S		15	and nothing. he is just feeling us out.	X,T,O,O,O,T,O,X,O,X, T,X,X,X,O,O,O,O,T,O,O,O,X,X,X,T,X,O,O,O, 
iri696	U		16	really?	
iri697	S		17	little girl. maybe five years old?	O,O,X,T,X,X,O,X,O,X, O,T,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X, 
iri698	U		18	five years oldf	
iri699	S		19	then after that it is safe.	X,X,O,O,O,T,O,X,T,X, X,T,X,X,O,O,O,O,X,T,O,O,X,X,X,X,X,O,O,O, 
iri700	U		0	hi alex	
iri701	S		1	i will kill him!	X,O,O,X,X,X,X,X,O,X,T,X,X,X,X,X,X,X,X,O,O,T,O,T,O,O,O, X,O,X, 
iri702	U		2	why????	
iri703	S		3	this town is everything a man could ask for.	O,T,O,O,X,X,X,X,O,O,O,T,T,T,T,T,T,O,O,O,O,T,O,O,O,O,O, O,O,O, 
iri704	U		4	so, i do not think that is a good reason for killing!	
iri705	S		5	there is a good reason for that!	X,O,O,O,X,T,T,T,O,O,X,X,O,X,X,X,T,O,O,O,O,T,O,O,O,O,T, O,T,O, 
iri706	U		6	can you explain?	
iri707	S		7	explain what?	T,T,X,O,T,O,O,O,T,T,O,X,X,O,O,O,T,O,O,O,T,O,T,T,O,T,X, T,T,O, 
iri708	U		8	the reason for killing!	
iri709	S		9	you sure that is the reason?	X,T,O,O,X,X,X,X,O,X,X,X,X,X,X,X,T,O,O,O,O,T,O,X,O,O,X, T,X,O, 
iri710	U		10	hey, are you fooling me?	
iri711	S		11	 wouldhildegarde johnson, will you have this man as your wedded husband...	X,T,X,X,X,T,X,X,X,X,T,T,T,X,X,X,T,X,X,O,O,T,T,X,O,O,X, X,X,O, 
iri712	U		12	i think you are delusional!	
iri713	S		13	my client proposes a thirty day cooling off period.	X,X,O,O,X,X,X,X,O,X,T,T,T,X,X,X,O,O,O,O,O,T,O,X,O,O,X, O,X,O, 
iri714	U		14	is that a sort of vacation?	
iri715	S		15	danny ca not take a vacation. can he?	T,T,T,X,T,O,O,O,X,X,T,T,X,O,X,O,T,T,X,X,O,T,O,T,T,X,X, T,X,X, 
iri716	U		16	of course he can! vacations are the best!	
iri717	S		17	of course!	X,T,O,O,X,X,X,X,O,T,O,T,O,X,X,X,X,O,O,X,O,T,O,X,O,X,X, T,X,T, 
iri718	U		18	where did you go for your last vacation?	
iri719	S		19	where did they go?	X,X,O,O,X,X,X,X,O,O,T,T,T,X,X,X,T,O,O,X,O,T,O,X,O,X,T, X,X,X, 
iri720	U		0	hi	
iri721	S		1	you three have a good weekend.	'O','O','O','O','O','O','O','X','T','O', 'O','T','X','O','T','O','O','T','O','O','O','O','O','O','T','O','T','O','O','O', 
iri722	U		2	the weekend has been good. thank you !	'X','O','T','O','O','X','O','T','O','O', 'O','T','O','T','X','O','O','T','T','T','O','O','O','O','X','X','X','X','O','O', 
iri723	S		3	yeah...	'X','O','O','O','O','X','O','T','X','O', 'X','T','X','T','X','X','T','O','T','T','X','T','X','T','T','T','T','T','O','T', 
iri724	U		4	how are you today ?	'T','O','T','X','X','X','O','T','X','O', 'X','X','X','O','T','X','O','T','X','T','O','T','X','X','X','T','X','T','T','O', 
iri725	S		5	i am all right, i suppose. and mom is not too bad. but laura... i dunno.	'X','O','T','O','O','X','O','T','T','O', 'O','X','X','T','O','T','O','T','X','O','T','T','T','T','X','T','X','T','T','O', 
iri726	U		6	who is laura ?	'T','O','T','O','O','X','X','X','T','O', 'X','X','X','O','X','X','X','T','X','X','X','X','T','T','X','T','X','X','X','X', 
iri727	S		7	well... why are you asking this, by the way?	'T','O','T','T','O','X','O','T','X','O', 'X','X','T','O','O','T','O','O','X','O','T','X','T','O','X','X','X','X','O','O', 
iri728	U		8	i am just curious about laura. is that a problem ?	'X','O','X','O','T','T','O','X','O','O', 'O','T','O','O','O','X','O','O','X','O','O','X','O','O','T','X','T','X','O','T', 
iri729	S		9	yeah,.well it is none of your business.	'X','O','T','O','O','T','X','T','T','O', 'X','T','T','T','X','X','O','O','X','O','T','X','T','T','T','O','X','T','T','X', 
iri730	U		10	you are not very friendly !	'X','O','T','X','O','X','X','T','T','O', 'X','T','X','O','T','X','O','O','X','T','X','X','T','O','T','O','T','T','X','X', 
iri731	S		11	do not you believe it.	T,T,O,O,O,O,O,T,T,O,T,O, T,O,T,O,O,O,O,O,O,O,O,T,O,X,O,O,X,O, 
iri732	U		12	you seem a bit upset.	
iri733	S		13	i am not upset!	X,T,T,O,T,X,T,X,O,X,T,X, X,X,T,O,O,X,X,X,T,T,O,T,O,X,O,O,O,T, 
iri734	U		14	what does laura think about it ?	
iri735	S		15	the color here, see how dark it is? it is interesting.	X,O,T,X,T,X,O,X,T,T,T,O, X,T,T,O,X,X,O,O,T,O,O,O,T,T,O,O,O,T, 
iri736	U		16	it is too dark to see !	
iri737	S		17	that is incredible! we can use that!	X,T,X,X,T,T,O,O,X,O,T,X, O,X,O,O,X,X,O,O,T,O,O,T,T,X,O,O,O,O, 
iri738	U		18	use the fact that we are in the dark ?	
iri739	S		19	that is incredible! we can use that!	X,T,T,O,O,X,O,X,X,O,O,X, X,X,O,O,X,X,O,O,T,O,O,T,O,X,O,O,T,O, 
iri740	U		0	hello	
iri741	S		1	danny, it is me.	X,O,T,X,T,O,T,X,X,X,T,O, X,X,T,O,X,X,O,X,T,T,O,O,X,O,O,O,X,X, 
iri742	U		2	hi alex	
iri743	S		3	why are you doing this to me?	X,T,T,X,T,X,O,T,X,O,T,X, X,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,T, 
iri744	U		4	doing what?	
iri745	S		5	getting dressed. i have got to go.	X,O,X,X,T,X,O,X,X,O,T,O, O,X,X,O,X,X,O,O,T,T,X,O,X,O,O,O,O,X, 
iri746	U		6	ok bye	
iri747	S		7	well, that is that!	X,T,T,X,T,X,X,X,X,X,T,T, X,X,T,O,X,X,X,X,T,T,X,O,X,X,O,T,X,X, 
iri748	U		8	why are you upset?	
iri749	S		9	you know, you have been picking on her ever since she came in here.	T,T,O,X,T,O,T,X,X,O,T,X, X,O,T,O,X,X,O,O,T,O,X,T,X,X,O,O,X,X, 
iri750	U		10	picking on whom?	
iri751	S		11	i love him.	X, X,X,O,O,O,O,T,O,X,X,X,O,X,O, T,T, T,T,O,T,O,X,X,X,T,T,X,O,T, 
iri752	U		12	who?	
iri753	S		13	you know who.	X, T,O,O,X,T,T,X,O,T,X,X,X,X,T, T,X, T,T,T,T,T,T,X,T,T,T,X,T,X, 
iri754	U		14	no, i do not	
iri755	S		15	why not?	X, X,X,T,X,X,T,X,T,X,X,X,X,O,X, X,X, T,T,O,O,X,T,X,T,T,T,X,T,X, 
iri756	U		16	because you wo not tell me	
iri757	S		17	we ca not. i... i... danny, i know this is terrible...	X, T,T,T,O,O,O,X,T,T,X,X,O,T,O, O,T, O,O,T,O,O,T,T,O,T,T,T,T,O, 
iri758	U		18	what?	
iri759	S		19	i am looking at your college transcripts.	X, X,T,T,X,T,T,X,X,X,X,X,T,O,T, X,X, T,X,X,T,T,X,X,T,T,T,X,T,T, 
iri760	U		0	are you awake?	
iri761	S		1	no.	X, T,X,O,X,O,O,X,X,X,X,X,X,X,X, T,T, T,O,X,T,X,X,X,X,X,X,X,X,T, 
iri762	U		2	ha ha ha, how can you chat then?	
iri763	S		3	do not worry about it. your troubles do not compare.	X, X,X,O,X,T,T,X,X,T,T,T,X,O,O, O,T, T,O,X,O,X,O,X,T,T,X,X,T,O, 
iri764	U		4	what troubles do i have?	
iri765	S		5	you know what really troubles me?	X, T,X,T,X,X,T,X,X,T,T,T,T,O,T, T,T, O,T,X,X,T,X,X,T,T,T,O,T,T, 
iri766	U		6	no, tell me	
iri767	S		7	no. it is too judgmental.	X, X,O,O,X,T,O,X,X,T,T,T,X,O,X, X,O, T,T,X,T,T,T,X,T,X,T,X,X,T, 
iri768	U		8	came on, please	
iri769	S		9	no way! really?	X, X,X,T,X,T,X,X,X,T,X,X,X,O,T, T,X, X,T,X,X,T,T,O,O,O,O,O,X,X, 
iri770	U		10	ok, do not tell me then	
iri771	S		11	where are you going?	O,O,O,T,O,O,O,T,O,O, O,T,O,O,O,O,O,O,O,O,O,X,O,O,O,T,T,T,O,T, 
iri772	U		12	i am going to sleep, it is too late	
iri773	S		13	wait--	X,X,T,T,T,T,O,O,T,X, T,T,O,O,O,O,O,O,O,O,O,X,O,O,O,T,O,T,O,O, 
iri774	U		14	what happened?	
iri775	S		15	ahh, complications during child birth...	T,X,T,O,T,X,T,O,T,T, O,X,O,O,O,O,O,O,O,O,O,T,T,O,O,O,O,T,O,O, 
iri776	U		16	what troubles do i have?	
iri777	S		17	what do i do?	T,T,T,O,T,X,O,O,T,O, X,T,T,O,X,O,O,T,T,T,O,X,T,O,O,X,X,X,X,T, 
iri778	U		18	are you awake?	
iri779	S		19	no.	T,X,T,O,O,T,O,O,T,X, T,X,O,O,X,O,O,T,O,T,O,T,O,O,O,O,O,O,T,T, 
iri780	U		0	good morning alex	
iri781	S		1	gotta run. shipment of grub worms coming in first thing.	T,X,T,T,O,X,O,X,T,X, X,X,T,O,X,O,O,X,T,X,T,X,T,T,O,X,X,X,X,X, 
iri782	U		2	are you importing worms?	
iri783	S		3	really?	T,X,T,T,O,T,O,O,T,X, O,O,O,O,X,O,O,X,O,X,O,O,O,O,O,O,O,O,X,O, 
iri784	U		4	you tell me!	
iri785	S		5	i know.	O,X,T,O,O,O,O,O,T,O, O,X,O,O,X,O,O,X,O,X,X,O,O,O,O,O,O,T,T,O, 
iri786	U		6	so, can we just talk for few minutes?	
iri787	S		7	no... no, it is just that i should get going in a few minutes, and --	T,T,O,T,O,O,O,T,O,T, O,X,O,O,X,O,O,X,O,O,T,O,O,O,O,O,O,T,X,O, 
iri788	U		8	ok, just tell me when you are available	
iri789	S		9	sir, we...	O,X,T,T,O,O,O,X,O,O, O,X,O,O,X,O,O,X,T,O,X,O,O,O,O,O,O,O,T,O, 
iri790	U		10	so?	
iri791	S		11	so why do not you just shut up! there is four other people in here you know.	T,O,T,X,T,O,T,T,T,O,T,X,O, X,X,T,T,T,X,X,O,T,O,T,O,O,T,T,O, T, 
iri792	U		12	sorry, i do not want to bother	
iri793	S		13	that is the point. i would like to be bothered.	O,O,X,X,O,X,O,X,T,O,T,X,O, X,T,T,O,O,X,T,O,T,O,O,O,O,T,T,O, T, 
iri794	U		14	ok, i just wanted to have a little chat	
iri795	S		15	it is like a chat show, this.	T,T,X,X,T,X,O,X,X,T,T,X,O, X,X,X,X,O,X,T,T,T,O,T,T,X,X,T,T, O, 
iri796	U		16	yes, you know i registered in this re-wochat thing, i just need to chat	
iri797	S		17	hey, danny, are you a registered voter?	X,O,X,X,O,O,O,X,O,O,T,T,O, O,T,X,O,O,O,O,O,O,O,O,O,O,T,O,O, O, 
iri798	U		18	no, i am a registered data generator	
iri799	S		19	you have no proof that it was correct data.	T,O,X,X,T,X,T,X,X,O,T,X,O, X,X,O,T,O,X,T,O,T,T,T,O,T,T,T,O, T, 
iri800	U		0	hey alex how is it going?	
iri801	S		1	oh. danny. what is going on?	X,T,X,X,T,X,O,X,X,X,T,T,O, X,T,T,X,T,X,T,O,X,X,O,O,X,O,X,O, X, 
iri802	U		2	i am very disappointed indeed	
iri803	S		3	indeed.	T,O,X,X,T,O,O,X,X,O,T,T,O, O,T,X,X,O,T,T,O,O,X,O,X,X,O,O,T, O, 
iri804	U		4	yes, this is not acceptable	
iri805	S		5	yes... it is...	T,O,X,X,T,X,O,X,X,O,X,O,O, O,T,X,O,T,T,T,T,X,X,O,O,X,T,O,O, T, 
iri806	U		6	you do not even know what i am talking about, are you idiot?	
iri807	S		7	do you even know who i am talking about?	O,O,X,X,T,X,T,X,X,X,X,T,O, X,T,T,O,T,T,X,T,O,X,O,X,X,O,T,T, O, 
iri808	U		8	i am the one talking not you	
iri809	S		9	oh, yes you are.	T,T,X,X,T,X,O,X,X,X,T,T,O, X,T,T,X,T,X,X,X,T,X,T,X,X,X,X,X, X, 
iri810	U		10	wow, you seem to be smartty noew	
iri811	S		11	the balloon pops.	O,X, X,O,O,T,O,O,O,T,O,O,O,T,T,O,O,O,T,T, T,X, T,T,O,X,T,T,X,O, 
iri812	U		12	ha, at least you have some sense of humor	
iri813	S		13	ha-ha.	X,X, X,O,X,O,T,T,O,T,T,O,T,T,T,O,X,X,X,O, T,O, T,O,T,O,T,X,X,O, 
iri814	U		14	comiquisimo	
iri815	S		15	what the hell is that?	X,X, X,X,X,O,T,T,T,O,T,X,T,X,X,O,T,X,X,X, X,O, T,O,X,O,T,O,X,T, 
iri816	U		16	very funny! ... in spanish	
iri817	S		17	thank you danny, you are an excellent teacher!	X,X, T,X,X,T,X,T,O,T,T,T,T,X,X,O,O,X,X,X, T,O, T,T,X,O,X,T,X,T, 
iri818	U		18	so, do you know what comiquisimo is	
iri819	S		19	i think you said... very funny ! in spanish	O,X, T,X,O,O,O,T,O,T,T,T,O,X,X,O,O,X,X,O, X,O, O,X,X,O,T,T,X,T, 
iri820	U		0	hello alex	
iri821	S		1	yeah... well...	X,X, X,O,X,T,O,O,O,X,T,T,T,X,X,O,O,T,O,O, O,O, O,O,X,O,O,O,O,O, 
iri822	U		2	well?	
