id	annotation-id	annotations	speaker	time	turn-index	utterance
yi1025	YI0028_17		U	2017-08-31 08:54:53	17	okay do you like trump?
yi1026	YI0028_18	  O,T,O,O,O,O,O,T,T,T,T,T,O,X,X,T,T,T,O,T,O,O,O,O,O,T,O,O,T,T,  	S	2017-08-31 08:54:53	18	trump is a traitor.
yi1027	YI0028_19		U	2017-08-31 08:55:29	19	okay do you like trump?
yi1028	YI0028_20	  O,T,T,T,X,T,X,X,T,T,X,T,X,T,O,T,T,T,O,O,X,O,T,O,T,X,O,T,T,T,  	S	2017-08-31 08:55:29	20	do you know what? its beyond my possibilities  i would like to talk about cats.
yi1029	YI0066_00		S	2017-08-31 09:04:46	0	hello!
yi1030	YI0066_01		U	2017-08-31 09:04:58	1	whats up?
yi1031	YI0066_02	  X,T,T,X,X,T,T,O,O,T,T,T,T,T,T,T,O,O,O,O,X,T,T,T,T,X,T,X,T,T,  	S	2017-08-31 09:04:58	2	this is what happens when you want to go to jail.
yi1032	YI0066_03		U	2017-08-31 09:05:22	3	what are you talking about?
yi1033	YI0066_04	  T,T,T,X,T,T,O,O,O,T,T,T,T,T,T,T,T,O,O,O,T,T,T,T,O,O,T,X,T,T,  	S	2017-08-31 09:05:22	4	nothing.
yi1034	YI0066_05		U	2017-08-31 09:06:55	5	ok. how was your day?
yi1035	YI0066_06	  T,T,T,X,X,T,X,O,O,X,T,X,T,T,T,T,O,O,O,O,T,T,X,T,T,X,X,O,X,T,  	S	2017-08-31 09:06:55	6	that s what happens when you get caught.
yi1036	YI0066_07		U	2017-08-31 09:07:23	7	you are kind of scaring me.
yi1037	YI0066_08	  T,X,X,X,T,O,O,O,O,T,T,T,T,O,X,T,O,O,O,T,T,T,T,T,T,T,O,X,T,T,  	S	2017-08-31 09:07:23	8	what is it?
yi1038	YI0066_09		U	2017-08-31 09:07:41	9	you are not making sense.
yi1039	YI0066_10	  X,T,T,X,T,O,T,O,O,T,T,T,T,T,X,T,O,O,X,O,T,T,T,T,T,X,T,O,O,T,  	S	2017-08-31 09:07:41	10	what a joke.
yi1040	YI0066_11		U	2017-08-31 09:08:07	11	you are.
yi1041	YI0066_12	  T,T,T,X,T,T,O,O,O,T,T,O,T,T,T,T,O,O,O,O,T,T,T,T,T,T,X,X,T,T,  	S	2017-08-31 09:08:07	12	yeah.
yi1042	YI0066_13		U	2017-08-31 09:08:40	13	so, how are you doing?
yi1043	YI0066_14	  O,T,T,X,T,T,O,O,O,O,T,O,T,T,T,O,O,O,O,O,T,T,O,T,O,O,T,T,T,T,  	S	2017-08-31 09:08:40	14	fine.
yi1044	YI0066_15		U	2017-08-31 09:08:59	15	great! i am  eating spicy noodles.
yi1045	YI0066_16	  T,T,O,X,T,T,O,O,O,X,T,T,X,T,T,T,O,O,O,O,T,T,X,T,T,O,X,X,T,T,  	S	2017-08-31 09:08:59	16	its beyond my possibilities. let s talk about myself!
yi1046	YI0066_17		U	2017-08-31 09:09:19	17	what is your name?
yi1047	YI0066_18	  T,T,T,X,O,T,O,O,O,O,O,O,T,T,T,O,T,O,O,O,T,T,O,T,O,O,O,X,T,T,  	S	2017-08-31 09:09:19	18	amoroso renato.
yi1048	YI0066_19		U	2017-08-31 09:09:44	19	thats a beautiful name. where are you from?
yi1049	YI0066_20	  T,X,T,X,T,T,T,O,O,X,T,T,X,T,T,T,O,O,O,O,T,T,X,T,T,T,O,X,O,T,  	S	2017-08-31 09:09:44	20	its beyond my possibilities  let s talk about myself)
yi1050	YI0051_00		S	2017-08-31 08:49:50	0	hello!
yi1051	YI0051_01		U	2017-08-31 08:50:50	1	hello. how are you
yi1052	YI0051_02	  T,T,T,O,O,T,O,O,O,O,O,O,T,T,O,O,T,T,X,T,O,T,T,O,T,O,O,X,T,T,  	S	2017-08-31 08:50:50	2	hello.
yi1053	YI0051_03		U	2017-08-31 08:51:33	3	how is the weather there
yi1054	YI0051_04	  T,O,T,O,T,T,O,X,T,O,O,T,T,T,O,O,T,T,T,T,O,X,X,O,T,T,O,T,T,T,  	S	2017-08-31 08:51:33	4	global warming.
yi1055	YI0051_05		U	2017-08-31 08:52:35	5	is it bad?
yi1056	YI0051_06	  O,X,T,O,O,T,T,T,T,O,O,O,T,T,O,O,O,T,O,T,O,X,O,O,T,O,O,X,T,T,  	S	2017-08-31 08:52:35	6	no.
yi1057	YI0051_07		U	2017-08-31 08:58:05	7	is it dry there
yi1058	YI0051_08	  O,X,T,X,T,X,O,T,X,O,O,O,T,T,O,T,T,T,X,O,O,T,X,O,X,O,T,X,T,T,  	S	2017-08-31 08:58:05	8	do you know what? its beyond my possibilities. i would like to talk about movies
yi1059	YI0051_09		U	2017-08-31 08:59:03	9	what movie do you like
yi1060	YI0051_10	  X,X,T,T,X,T,O,O,X,O,O,O,T,T,O,T,T,T,X,T,O,X,X,T,X,O,X,T,T,T,  	S	2017-08-31 08:59:03	10	i don t understand  its beyond my possibilities  let s talk about politics.
yi1061	YI0051_11		U	2017-08-31 09:00:31	11	who is president
yi1062	YI0051_12	  T,X,T,O,T,T,O,X,O,O,O,O,T,T,O,T,O,T,X,T,O,X,T,T,X,O,X,X,T,T,  	S	2017-08-31 09:00:31	12	i don t know who he is.
yi1063	YI0051_13		U	2017-08-31 09:01:27	13	he is president
yi1064	YI0051_14	  T,X,T,T,T,X,O,O,O,O,O,X,T,T,O,O,X,T,O,T,T,X,O,O,X,O,X,T,T,T,  	S	2017-08-31 09:01:27	14	he s a liar.
yi1065	YI0051_15		U	2017-08-31 09:02:06	15	he is a good president
yi1066	YI0051_16	  T,X,T,O,T,T,O,T,O,O,O,X,T,T,O,O,X,X,O,T,O,O,O,O,X,T,X,T,T,T,  	S	2017-08-31 09:02:06	16	what a joke.
yi1067	YI0051_17		U	2017-08-31 09:02:38	17	not a joke. i like him
yi1068	YI0051_18	  X,X,T,O,T,T,O,O,O,O,O,X,T,T,O,O,X,X,O,T,T,X,T,O,X,T,X,X,T,T,  	S	2017-08-31 09:02:38	18	what a joke
yi1069	YI0051_19		U	2017-08-31 09:03:05	19	nope not really
yi1070	YI0051_20	  X,X,T,X,T,T,O,O,O,O,O,X,T,T,O,T,X,T,X,X,T,X,X,O,X,X,X,T,T,T,  	S	2017-08-31 09:03:05	20	this is what happens when you get out of office.
yi1071	YI0068_00		S	2017-08-31 09:08:18	0	hello!
yi1072	YI0068_01		U	2017-08-31 09:08:34	1	how are you?
yi1073	YI0068_02	  T,T,O,T,T,X,O,O,T,T,O,T,T,O,T,T,O,O,T,T,X,O,T,T,O,O,O,T,T,O,  	S	2017-08-31 09:08:34	2	good.
yi1074	YI0068_03		U	2017-08-31 09:08:45	3	how are you feeling?
yi1075	YI0068_04	  O,T,O,T,T,X,O,O,T,T,O,T,T,O,T,T,O,O,T,O,T,O,T,T,O,O,O,T,T,O,  	S	2017-08-31 09:08:45	4	good.
yi1076	YI0068_05		U	2017-08-31 09:08:54	5	do you like sports?
yi1077	YI0068_06	  X,T,O,T,T,T,T,O,T,T,O,T,X,T,T,O,T,T,O,X,T,O,T,T,X,O,O,O,T,T,  	S	2017-08-31 09:08:54	6	 i can t answer! i would like to talk about movies)
yi1078	YI0068_07		U	2017-08-31 09:09:06	7	what kind of movies do you like?
yi1079	YI0068_08	  T,T,T,T,T,T,X,T,O,T,O,T,T,T,T,T,T,T,O,T,T,O,T,T,X,O,O,O,T,T,  	S	2017-08-31 09:09:06	8	i don t know.
yi1080	YI0068_09		U	2017-08-31 09:09:17	9	do you know titanic?
yi1081	YI0068_10	  O,T,O,T,X,T,O,O,T,T,O,T,T,O,T,T,O,O,O,O,T,O,T,T,O,O,O,O,T,O,  	S	2017-08-31 09:09:17	10	yeah.
yi1082	YI0068_11		U	2017-08-31 09:09:29	11	what do you know about it?
yi1083	YI0068_12	  T,T,T,T,T,T,X,T,O,T,O,T,X,T,T,T,X,O,O,X,T,O,T,T,T,T,O,O,T,O,  	S	2017-08-31 09:09:29	12	i don t know.
yi1084	YI0068_13		U	2017-08-31 09:09:46	13	what do you know?
yi1085	YI0068_14	  X,T,T,T,T,T,X,T,O,T,O,T,X,T,T,T,X,O,O,T,X,O,T,T,X,T,T,O,T,T,  	S	2017-08-31 09:09:46	14	i don t know.
yi1086	YI0068_15		U	2017-08-31 09:10:04	15	do you know what i am talking about?
yi1087	YI0068_16	  O,T,O,T,T,T,T,O,T,T,O,T,X,T,T,O,X,O,O,O,X,O,T,T,X,O,O,O,T,T,  	S	2017-08-31 09:10:04	16	i can t answer  i would like to talk about cats)
yi1088	YI0068_17		U	2017-08-31 09:10:17	17	what is your favorite kind of cat?
yi1089	YI0068_18	  T,T,T,T,T,T,X,T,O,T,O,T,X,T,T,T,X,O,T,T,T,O,T,T,T,O,O,X,T,T,  	S	2017-08-31 09:10:17	18	i don t know.
yi1090	YI0068_19		U	2017-08-31 09:10:29	19	i love cats
yi1091	YI0068_20	  O,T,T,T,T,T,X,O,O,T,O,T,X,T,T,T,X,T,X,X,T,O,T,T,T,O,O,O,T,T,  	S	2017-08-31 09:10:29	20	i don t understand  its beyond my possibilities. i would like to talk about myself
yi1092	YI0042_00		S	2017-08-31 08:39:22	0	hello!
yi1093	YI0042_01		U	2017-08-31 08:39:31	1	hi
yi1094	YI0042_02	  O,T,T,T,T,T,T,T,X,T,O,T,T,O,O,T,O,O,X,X,T,O,T,T,X,T,X,O,O,T,  	S	2017-08-31 08:39:31	2	i don t know what i don t have to say.
yi1095	YI0042_03		U	2017-08-31 08:39:35	3	hi
yi1096	YI0042_04	  O,T,T,T,T,X,X,X,X,T,O,T,T,T,O,T,T,O,X,X,T,O,T,T,X,X,X,T,T,T,  	S	2017-08-31 08:39:35	4	i don t know what he is talking about.
yi1097	YI0042_05		U	2017-08-31 08:59:06	5	how are you
yi1098	YI0042_06	  O,T,T,O,T,O,O,T,X,T,O,X,T,T,O,X,T,O,O,T,T,O,X,T,T,T,X,X,O,X,  	S	2017-08-31 08:59:06	6	do you know what? i can t answer  let s talk about movies!
yi1099	YI0042_07		U	2017-08-31 08:59:33	7	what is your favorite movie
yi1100	YI0042_08	  O,T,T,T,T,X,X,T,X,T,X,X,T,T,O,O,T,O,X,T,T,T,X,X,X,X,X,O,T,T,  	S	2017-08-31 08:59:33	8	i m not surprised.
yi1101	YI0042_09		U	2017-08-31 08:59:49	9	by what?
yi1102	YI0042_10	  O,T,T,X,T,O,O,T,X,T,X,X,T,T,O,O,T,O,X,X,T,X,T,X,T,T,X,T,O,T,  	S	2017-08-31 08:59:49	10	what?
yi1103	YI0042_11		U	2017-08-31 09:00:02	11	do you like sports?
yi1104	YI0042_12	  O,T,T,T,T,T,T,T,X,O,O,X,T,T,O,O,T,O,O,O,T,O,T,O,O,X,X,O,T,T,  	S	2017-08-31 09:00:02	12	it s my field.
yi1105	YI0042_13		U	2017-08-31 09:00:22	13	whats your name
yi1106	YI0042_14	  O,T,T,T,T,X,X,T,X,T,X,X,T,X,O,O,T,O,X,X,T,T,T,X,X,X,X,X,O,X,  	S	2017-08-31 09:00:22	14	i can t wait to see this.
yi1107	YI0042_15		U	2017-08-31 09:00:44	15	you dont make sense
yi1108	YI0042_16	  O,T,T,T,T,X,O,T,O,X,O,X,T,X,O,T,T,O,T,X,T,X,X,O,T,X,X,X,T,X,  	S	2017-08-31 09:00:44	16	this is what happens when you don t have a clue.
yi1109	YI0042_17		U	2017-08-31 09:00:58	17	you dont make sense
yi1110	YI0042_18	  O,T,T,O,T,O,X,T,X,X,X,X,T,X,O,T,T,O,T,X,T,O,X,X,T,T,X,T,O,T,  	S	2017-08-31 09:00:58	18	what a joke!
yi1111	YI0042_19		U	2017-08-31 09:01:12	19	you dont make sense
yi1112	YI0042_20	  O,T,T,O,T,O,T,T,X,X,X,X,T,X,O,O,T,O,X,X,T,O,X,X,X,X,X,T,T,T,  	S	2017-08-31 09:01:12	20	what a joke!
yi1113	YI0064_00		S	2017-08-31 09:00:45	0	hello!
yi1114	YI0064_01		U	2017-08-31 09:01:08	1	hello! how are you?
yi1115	YI0064_02	  T,X,T,O,T,O,O,O,X,T,O,O,O,T,O,T,T,T,T,T,O,O,O,T,T,O,T,T,T,X,  	S	2017-08-31 09:01:08	2	hello.
yi1116	YI0064_03		U	2017-08-31 09:02:08	3	how are you doing?
yi1117	YI0064_04	  O,T,O,O,T,O,O,O,O,T,O,O,O,T,O,T,O,T,T,T,O,O,O,T,T,O,O,T,T,X,  	S	2017-08-31 09:02:08	4	good.
yi1118	YI0064_05		U	2017-08-31 09:02:23	5	what is your name?
yi1119	YI0064_06	  X,T,O,O,T,O,O,O,O,T,O,O,O,T,O,T,O,T,T,O,O,O,T,T,X,O,O,T,T,X,  	S	2017-08-31 09:02:23	6	anouk.
yi1120	YI0064_07		U	2017-08-31 09:05:03	7	hi anouk. my name is harmik.
yi1121	YI0064_08	  T,T,X,T,T,O,T,O,X,T,T,O,O,T,O,T,T,T,T,T,O,O,T,T,T,T,T,T,T,X,  	S	2017-08-31 09:05:03	8	anouk.
yi1122	YI0064_09		U	2017-08-31 09:05:24	9	do you like movies?
yi1123	YI0064_10	  T,X,X,T,T,X,O,O,O,T,T,O,O,T,X,O,X,T,T,T,T,T,T,T,T,O,T,T,T,X,  	S	2017-08-31 09:05:24	10	 i can t answer  i would like to talk about news)
yi1124	YI0064_11		U	2017-08-31 09:06:08	11	what do you think of the news?
yi1125	YI0064_12	  O,X,X,T,T,X,T,O,X,O,T,X,O,X,O,T,T,O,T,T,O,T,O,T,T,O,X,T,T,X,  	S	2017-08-31 09:06:08	12	what?
yi1126	YI0064_13		U	2017-08-31 09:06:28	13	what do you think of the hurricane in texas?
yi1127	YI0064_14	  T,T,X,T,T,O,T,O,X,T,T,X,O,T,X,T,X,T,T,T,T,T,O,T,T,T,T,T,T,X,  	S	2017-08-31 09:06:28	14	there you are.
yi1128	YI0064_15		U	2017-08-31 09:06:47	15	what do you think of president trump?
yi1129	YI0064_16	  X,T,O,T,T,O,X,O,O,T,O,O,O,T,X,T,O,T,T,T,O,O,O,T,T,O,O,T,T,X,  	S	2017-08-31 09:06:47	16	trump is a disgrace to our country.
yi1130	YI0064_17		U	2017-08-31 09:07:06	17	why do you think that he is a disgrace?
yi1131	YI0064_18	  T,T,X,T,T,X,T,O,X,T,T,T,O,T,X,T,O,T,T,T,O,T,T,T,T,T,T,T,T,X,  	S	2017-08-31 09:07:06	18	i don t know how it works.
yi1132	YI0064_19		U	2017-08-31 09:07:34	19	are you a republican or a democrat?
yi1133	YI0064_20	  O,T,X,X,T,X,X,O,X,T,T,X,O,T,X,T,T,T,T,T,T,T,T,T,T,O,T,T,T,X,  	S	2017-08-31 09:07:34	20	what a joke.
yi1134	YI0087_00		S	2017-08-31 09:42:28	0	hello!
yi1135	YI0087_01		U	2017-08-31 09:42:49	1	hello! how are you?
yi1136	YI0087_02	  T,O,X,O,T,T,X,T,T,O,T,T,T,O,T,X,T,O,X,T,T,O,O,T,X,T,X,O,O,T,  	S	2017-08-31 09:42:49	2	hello.
yi1137	YI0087_03		U	2017-08-31 09:43:00	3	what is your name?
yi1138	YI0087_04	  T,T,O,T,T,O,X,T,O,O,T,O,T,O,O,O,T,O,O,T,T,O,O,O,T,T,T,O,O,X,  	S	2017-08-31 09:43:00	4	anouk.
yi1139	YI0087_05		U	2017-08-31 09:43:17	5	what are you doing today?
yi1140	YI0087_06	  T,O,O,T,T,T,T,T,T,O,T,X,T,O,O,O,T,X,T,T,T,T,O,O,O,T,T,O,O,X,  	S	2017-08-31 09:43:17	6	i don t know.
yi1141	YI0087_07		U	2017-08-31 09:43:37	7	what is your favorite color?
yi1142	YI0087_08	  T,T,O,T,T,T,T,T,T,O,T,X,T,O,T,O,T,X,T,T,T,T,O,T,X,T,O,O,O,X,  	S	2017-08-31 09:43:37	8	i don t know.
yi1143	YI0087_09		U	2017-08-31 09:43:39	9	what is your favorite color?
yi1144	YI0087_10	  T,O,O,O,T,T,T,T,T,O,T,X,T,O,T,X,T,X,X,O,T,X,T,T,T,T,O,O,O,X,  	S	2017-08-31 09:43:39	10	do you know what? i can t answer  i would like to talk about politics.
yi1145	YI0087_11		U	2017-08-31 09:44:03	11	are you a democrat or republican?
yi1146	YI0087_12	  T,T,T,O,T,T,T,T,T,O,T,X,T,O,O,X,T,X,T,T,T,X,O,T,X,T,X,T,O,T,  	S	2017-08-31 09:44:03	12	what a joke.
yi1147	YI0087_13		U	2017-08-31 09:44:06	13	are you a democrat or republican?
yi1148	YI0087_14	  T,O,X,O,T,T,T,T,T,T,T,X,T,O,O,X,T,X,X,T,X,X,O,X,O,T,O,X,O,X,  	S	2017-08-31 09:44:06	14	what a loser.
yi1149	YI0087_15		U	2017-08-31 09:44:23	15	where are you from?
yi1150	YI0087_16	  T,T,O,O,T,T,X,T,O,O,T,X,T,O,T,O,T,X,O,X,T,O,O,O,X,T,T,O,O,T,  	S	2017-08-31 09:44:23	16	i m from umbria, near perugia.
yi1151	YI0087_17		U	2017-08-31 09:44:38	17	im from the usa
yi1152	YI0087_18	  T,O,O,O,T,T,X,T,T,O,T,X,T,O,T,O,T,X,T,T,T,X,T,X,T,T,T,T,O,T,  	S	2017-08-31 09:44:38	18	so sad.
yi1153	YI0087_19		U	2017-08-31 09:44:47	19	why is that sad?
yi1154	YI0087_20	  T,T,T,T,T,T,T,T,T,O,T,X,T,O,T,T,T,X,T,T,X,T,O,T,T,T,T,O,O,T,  	S	2017-08-31 09:44:47	20	i don t know.
yi1155	YI0029_00		S	2017-08-31 08:45:11	0	hello!
yi1156	YI0029_01		U	2017-08-31 08:46:22	1	hi!
yi1157	YI0029_02	  O,O,O,T,T,O,T,O,T,O,O,O,O,T,T,T,T,O,T,T,X,X,T,T,O,X,O,O,T,O,  	S	2017-08-31 08:46:22	2	hi.
yi1158	YI0029_03		U	2017-08-31 08:47:14	3	how are you today?
yi1159	YI0029_04	  O,O,T,T,T,O,T,O,T,O,O,T,O,T,O,T,T,T,T,X,O,O,O,T,O,X,O,O,T,O,  	S	2017-08-31 08:47:14	4	fine.
yi1160	YI0029_05		U	2017-08-31 08:48:29	5	what are your plans for today?
yi1161	YI0029_06	  T,O,T,O,T,O,T,O,T,T,O,O,O,O,T,T,T,X,T,T,O,T,T,T,O,T,T,O,T,O,  	S	2017-08-31 08:48:29	6	i don t know.
yi1162	YI0029_07		U	2017-08-31 08:49:39	7	why are you here?
yi1163	YI0029_08	  T,T,T,T,T,T,T,O,T,X,T,X,O,O,X,T,T,X,T,O,O,T,T,T,O,X,X,O,T,O,  	S	2017-08-31 08:49:39	8	i don t know.
yi1164	YI0029_09		U	2017-08-31 08:50:43	9	what kind of music do you like?
yi1165	YI0029_10	  O,T,T,T,T,T,T,O,T,X,T,T,O,O,X,O,T,X,T,T,X,T,T,T,O,T,O,O,T,X,  	S	2017-08-31 08:50:43	10	its beyond my possibilities. let s talk about news.
yi1166	YI0029_11		U	2017-08-31 08:52:01	11	sure. have you heard of the government shutdown?
yi1167	YI0029_12	  O,O,O,T,T,O,T,O,T,T,O,T,O,O,X,O,T,X,T,O,O,X,T,T,O,X,X,O,T,T,  	S	2017-08-31 08:52:01	12	this is what happens when you don t like trump.
yi1168	YI0029_13		U	2017-08-31 08:53:29	13	i would say it is more because of problems outside of his influence unless he tries to push congress
yi1169	YI0029_14	  O,O,O,T,T,O,X,T,T,X,T,O,O,O,X,T,O,X,T,T,O,T,T,T,O,T,T,O,T,X,  	S	2017-08-31 08:53:29	14	what a joke!
yi1170	YI0029_15		U	2017-08-31 08:54:39	15	it is interesting to see how divisive everyone is
yi1171	YI0029_16	  O,T,T,T,T,O,T,T,T,X,T,T,O,O,X,T,T,X,T,T,O,X,T,T,O,X,O,O,T,X,  	S	2017-08-31 08:54:39	16	fake news
yi1172	YI0029_17		U	2017-08-31 08:55:43	17	haha, that is certainly his favorite line. do you really believe that it is all fake news?
yi1173	YI0029_18	  O,T,T,T,T,T,X,T,T,X,T,T,O,O,X,T,T,X,T,T,X,X,T,T,O,T,T,O,T,T,  	S	2017-08-31 08:55:43	18	fake news
yi1174	YI0029_19		U	2017-08-31 08:56:40	19	do you have any particular bits of news you believe are fake?
yi1175	YI0029_20	  O,X,T,T,T,T,T,O,T,X,T,T,O,O,X,O,T,X,T,T,X,T,T,T,O,T,X,O,T,X,  	S	2017-08-31 08:56:40	20	i don t understand  i can t answer! i would like to talk about myself)
yi1176	YI0090_00		S	2017-08-31 09:49:52	0	hello!
yi1177	YI0090_01		U	2017-08-31 09:50:10	1	hello
yi1178	YI0090_02	  O,T,O,T,O,O,O,O,T,O,O,O,O,T,T,T,O,T,O,O,T,T,T,T,X,T,T,O,T,T,  	S	2017-08-31 09:50:10	2	hello!
yi1179	YI0090_03		U	2017-08-31 09:50:47	3	how are you?
yi1180	YI0090_04	  X,T,O,T,T,X,O,O,T,T,O,O,X,T,T,T,T,T,O,T,T,O,X,T,X,T,O,X,T,X,  	S	2017-08-31 09:50:47	4	do you know what? i can t answer  let s talk about movies.
yi1181	YI0090_05		U	2017-08-31 09:51:10	5	ok. what movies do you like?
yi1182	YI0090_06	  T,X,O,O,T,O,O,O,T,X,O,O,O,T,T,T,X,T,O,T,T,O,T,T,X,O,T,O,T,T,  	S	2017-08-31 09:51:10	6	i love movies.
yi1183	YI0090_07		U	2017-08-31 09:51:27	7	have any favorite movies?
yi1184	YI0090_08	  X,X,O,T,T,O,O,O,T,X,T,O,X,T,T,T,O,T,O,T,T,O,O,T,O,T,T,O,T,X,  	S	2017-08-31 09:51:27	8	all right.
yi1185	YI0090_09		U	2017-08-31 09:51:29	9	have any favorite movies?
yi1186	YI0090_10	  O,T,O,O,T,X,O,O,T,X,O,O,O,T,T,T,T,T,O,O,T,O,T,T,X,T,T,O,T,T,  	S	2017-08-31 09:51:29	10	no.
yi1187	YI0090_11		U	2017-08-31 09:51:51	11	what are some movies you have seen?
yi1188	YI0090_12	  X,T,O,T,X,X,O,O,O,T,O,T,T,T,X,T,X,T,O,T,O,O,T,T,O,O,O,O,T,X,  	S	2017-08-31 09:51:51	12	what?
yi1189	YI0090_13		U	2017-08-31 09:52:10	13	what movies do you know?
yi1190	YI0090_14	  T,T,O,T,T,X,O,O,T,X,O,T,O,X,T,T,O,T,O,T,T,O,X,T,O,O,T,T,T,X,  	S	2017-08-31 09:52:10	14	i don t know.
yi1191	YI0090_15		U	2017-08-31 09:52:38	15	why do you love movies?
yi1192	YI0090_16	  X,X,O,O,T,O,O,O,T,X,O,O,O,T,T,T,T,T,O,X,T,O,T,T,O,T,T,O,T,T,  	S	2017-08-31 09:52:38	16	i love musicals.
yi1193	YI0090_17		U	2017-08-31 09:53:05	17	have you seen mary poppins?
yi1194	YI0090_18	  X,X,O,X,O,X,O,O,O,O,X,X,X,T,T,T,X,T,O,X,T,O,X,T,X,T,T,T,T,X,  	S	2017-08-31 09:53:05	18	mom!
yi1195	YI0090_19		U	2017-08-31 09:53:27	19	where?
yi1196	YI0090_20	  X,X,O,X,T,X,O,O,T,T,X,X,X,T,T,T,O,T,O,T,T,O,T,X,T,T,T,X,T,X,  	S	2017-08-31 09:53:27	20	not me.
yi1197	YI0092_00		S	2017-08-31 09:53:19	0	hello!
yi1198	YI0092_01		U	2017-08-31 09:53:29	1	hi how are you?
yi1199	YI0092_02	  T,O,X,O,O,O,O,T,X,O,T,T,T,O,T,X,X,O,O,O,O,T,T,O,O,O,O,O,X,T,  	S	2017-08-31 09:53:29	2	how are you?
yi1200	YI0092_03		U	2017-08-31 09:53:38	3	hi
yi1201	YI0092_04	  O,O,T,T,O,O,X,X,T,T,X,T,X,X,X,X,T,O,O,T,O,X,X,O,O,O,T,X,O,T,  	S	2017-08-31 09:53:38	4	i can t wait to see this.
yi1202	YI0092_05		U	2017-08-31 09:53:54	5	what can not you wait to see?
yi1203	YI0092_06	  T,O,O,O,O,O,T,T,T,T,X,T,X,X,T,X,T,T,O,T,O,O,X,O,O,O,T,X,X,T,  	S	2017-08-31 09:53:54	6	i can t wait to hear this.
yi1204	YI0092_07		U	2017-08-31 09:54:08	7	i don not know what you are talking about
yi1205	YI0092_08	  X,O,X,T,T,O,X,X,T,O,T,T,T,T,X,X,X,T,O,X,T,X,X,O,T,O,T,T,O,T,  	S	2017-08-31 09:54:08	8	what a joke.
yi1206	YI0092_09		U	2017-08-31 09:54:17	9	you are a joke
yi1207	YI0092_10	  X,O,T,O,O,O,T,X,O,T,X,T,X,T,X,X,X,T,O,T,X,T,X,O,T,O,T,X,X,T,  	S	2017-08-31 09:54:17	10	what a joke!
yi1208	YI0092_11		U	2017-08-31 09:54:30	11	i don not like talking to you
yi1209	YI0092_12	  O,O,O,T,O,T,T,X,T,T,T,T,X,X,X,X,T,T,O,T,X,X,X,O,T,O,X,X,X,T,  	S	2017-08-31 09:54:30	12	i don t know what they are talking about.
yi1210	YI0092_13		U	2017-08-31 09:54:57	13	so what is up?
yi1211	YI0092_14	  X,O,T,O,O,O,X,X,T,T,T,T,X,X,X,X,T,X,O,T,T,O,X,O,T,O,X,X,T,T,  	S	2017-08-31 09:54:57	14	this is what happens when you get caught.
yi1212	YI0092_15		U	2017-08-31 09:55:16	15	yeah it happens. i am  watching a movie now it is quite good.
yi1213	YI0092_16	  X,O,X,O,O,O,T,X,T,T,T,T,X,T,T,X,X,X,O,T,T,T,X,O,T,T,X,X,O,T,  	S	2017-08-31 09:55:16	16	what a joke.
yi1214	YI0092_17		U	2017-08-31 09:55:28	17	i don not think it is a joke. 
yi1215	YI0092_18	  X,O,T,T,T,O,T,X,T,T,T,T,X,X,X,X,T,X,O,T,X,X,X,O,T,T,X,X,O,X,  	S	2017-08-31 09:55:28	18	lock him up
yi1216	YI0092_19		U	2017-08-31 09:55:32	19	i don not think it is a joke. 
yi1217	YI0092_20	  X,O,X,O,O,O,T,X,O,T,X,T,X,X,X,X,T,X,O,T,X,O,X,O,T,T,T,X,O,T,  	S	2017-08-31 09:55:32	20	lock him up!
yi1218	YI0004_00		S	2017-08-30 16:56:56	0	hello!
yi1219	YI0004_01		U	2017-08-30 16:59:19	1	hiya!
yi1220	YI0004_02	  O,X,O,T,T,T,T,O,T,O,O,O,O,X,O,T,T,X,O,O,O,O,O,T,O,O,X,T,X,T,  	S	2017-08-30 16:59:19	2	hello?
yi1221	YI0004_03		U	2017-08-30 16:59:32	3	hello, how are you doing?
yi1222	YI0004_04	  O,T,O,O,O,O,O,O,O,T,O,T,O,T,T,T,O,O,O,O,O,O,O,T,O,O,O,T,X,T,  	S	2017-08-30 16:59:32	4	good.
yi1223	YI0004_05		U	2017-08-30 16:59:43	5	me too. what are you up to?
yi1224	YI0004_06	  T,O,O,T,O,O,T,T,O,T,O,X,O,T,T,T,O,O,O,O,T,O,O,T,T,O,X,X,O,T,  	S	2017-08-30 16:59:43	6	nothing.
yi1225	YI0004_07		U	2017-08-30 16:59:57	7	i am  just getting ready for bed, myself.
yi1226	YI0004_08	  X,O,T,T,O,O,T,O,O,O,T,X,O,X,T,T,T,T,X,X,O,O,T,T,T,O,T,X,O,T,  	S	2017-08-30 16:59:57	8	what a joke.
yi1227	YI0004_09		U	2017-08-30 17:00:17	9	bed is not a joke to me, i take it very seriously. i need my rest.
yi1228	YI0004_10	  T,O,O,T,O,O,T,T,O,T,O,X,O,T,T,T,O,T,X,T,O,O,T,T,X,O,T,T,O,T,  	S	2017-08-30 17:00:17	10	come on.
yi1229	YI0004_11		U	2017-08-30 17:00:40	11	i am  being completely sincere, i need my beauty sleep. don not you ever sleep?
yi1230	YI0004_12	  X,O,T,T,T,O,T,T,X,O,T,X,O,T,T,T,O,X,T,T,O,O,X,T,T,X,T,X,O,T,  	S	2017-08-30 17:00:40	12	i don t understand  i can t answer  i would like to discuss...!
