	utterances	interjection	adverb	subobjvrb	neg-keywords
1129	[that, is, not, what, i, am, saying, ., it, is, not, the, same, as, saying, that, it, is, the, right, thing, to, do, .]	[['what', 'i', '.', 'thing', '.']]	[['not', 'not', 'same', 'right']]	[[['that', 'i', 'it', 'it'], []]]	[[[[not, what]], [am, saying]], [[[not, the]], [to, do]]]
1130	[what, is, your, name, ,, stupid, robot, ?]	[['what', 'name', ',', 'robot', '?']]	[['your', 'stupid']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'name', 'robot', 'name', 'is']]]]
1131	"[what, are, you, talking, about, ?, are, you, saying, that, the, guy, was, talking, about, the, man, with, the, word, "", faith, "", ?]"	"[['what', '?', 'guy', 'man', 'word', '""', 'faith', '""', '?']]"	[[]]	[[['you', 'you', 'guy'], []]]	[[[are, you]], [[are, you], [was, talking]]]
1132	[your, answers, are, pretty, random, .]	[['answers', '.']]	[['your', 'pretty', 'random']]	[[['answers'], []]]	[[[['answers', 'are', 'are', 'random', 'are', 'are']]]]
1133	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1134	[hi, !]	[['!']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
1135	[hi]	[[]]	[[]]	[[[], []]]	[[[['hi']]]]
1136	[hi, there, !]	[['!']]	[['there']]	[[[], []]]	[[[['hi', 'hi', 'hi']]]]
1137	[you, again]	[[]]	[['again']]	[[[], []]]	[[[['you', 'you']]]]
1138	[i, am, not, sure, i, like, being, singled, out, .]	[['i', 'i', '.']]	[['not', 'sure']]	[[['i', 'i'], []]]	[[[[not, sure]], [being, singled]]]
1139	[why, are, you, do, that, twice, ?]	[['?']]	[['why', 'twice']]	[[['you'], []]]	[[[are, you]]]
1140	[i, was, influenced, by, my, .]	[['i', '.']]	[['my']]	[[[], []]]	[[[was, influenced]]]
1141	[by, your, what, ?]	[['what', '?']]	[['your']]	[[[], []]]	[[[['by', 'what', 'by', 'by']]]]
1142	[will, that, accomplish, your, objective, ?]	[['objective', '?']]	[['your']]	[[['that'], []]]	[[[will, that]]]
1143	[what, exactly, ?]	[['what', '?']]	[['exactly']]	[[[], []]]	[[[['what', 'what', 'what']]]]
1144	[are, you, confused, ?]	[['?']]	[['confused']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
1145	[completely]	[[]]	[['completely']]	[[[], []]]	[[[['completely']]]]
1146	[this, was, not, a, yes, or, no, question, .]	[['a', 'or', 'question', '.']]	[['not']]	[[['this'], []]]	[[[[not, a]]]]
1147	[well, ,, it, wasso, ., how, are, you, ?]	[[',', '.', '?']]	[['how']]	[[['it', 'you'], []]]	[[[['wasso', 'wasso', 'wasso', 'wasso', 'wasso', 'are', 'are', 'are', 'are']]], [[['wasso', 'wasso', 'wasso', 'wasso', 'wasso', 'are', 'are', 'are', 'are']]]]
1148	[what, kind, of, food, do, you, like?dude, !, everything, is, going, extremely, well, .]	[['kind', 'food', '!', 'everything', '.']]	[['what', 'extremely', 'well']]	[[['you', 'everything'], []]]	[[[do, you]], [[is, going]]]
1149	[pizzabut, i, have, nt, received, any, of, it, (]	[['pizzabut', 'i', '(']]	[['nt']]	[[['i'], []]]	[[[have, nt]]]
1150	[yes, ,, i, like, to, eat, pizza, ., my, favorite, topping, is, pepperoni.you, have, a, way, of, putting, others, at, ease, .]	[[',', 'i', 'pizza', '.', 'topping', 'a', 'way', 'others', 'ease', '.']]	[['my', 'favorite']]	[[['i', 'topping', 'pepperoni.you'], []]]	[[[to, eat]], [[['like', 'like', 'like', 'like', 'eat', 'like', 'eat', 'like', 'topping', 'topping', 'is', 'is', 'have', 'is', 'way', 'have', 'way', 'of', 'putting', 'putting', 'at', 'is']]]]
1151	[pineapple, is, better, as, for, me]	[['pineapple']]	[['better']]	[[['pineapple'], []]]	[[[['is', 'is', 'is', 'better', 'as', 'for']]]]
1152	[ok, ,, i, will, do, it, for, you, ., what, do, you, look, like, ?]	[[',', 'i', '.', 'what', '?']]	[[]]	[[['i', 'you'], []]]	[[[will, do]], [[do, you]]]
1153	[well, ,, i`m, not, sure, ., i, like, many, things, ., not, being, a, robot, is, one, of, themsorry, ,, misread]	[[',', 'i`m', '.', 'i', 'things', '.', 'a', 'robot', 'themsorry', ',', 'misread']]	[['not', 'sure', 'many', 'not']]	[[['i`m', 'i'], []]]	[[[[not, sure]]], [[['i`m', 'i`m', 'sure', 'sure', 'sure', 'sure', 'like', 'like', 'things', 'like', 'like', 'being', 'is', 'robot', 'being', 'is', 'is', 'one', 'of', 'is', 'is']]], [[[not, being]]]]
1154	[what, s, things]	[['what', 's', 'things']]	[[]]	[[['things'], []]]	[[[['s', 's', 's']]]]
1155	[ , something, something, better, than, living, in, a, country, where, everyone, in, the, world, is, not, allowed, to, speak, their, minds, and, do, nothing, .]	[[' ', 'something', 'something', 'a', 'country', 'everyone', 'world', 'minds', 'and', 'nothing', '.']]	[['better', 'where', 'not', 'their']]	[[[], []]]	[[[is, not], [[not, allowed]], [to, speak]]]
1156	[what, do, you, mean]	[['what']]	[[]]	[[['you'], []]]	[[[do, you]]]
1157	[ , you, are, right, ,, i, should, have, realized, that, i, did, not, get, the, reference, .]	[[' ', ',', 'i', 'i', 'reference', '.']]	[['right', 'not']]	[[['you', 'i', 'i'], []]]	[[[should, have], [have, realized], [did, not], [[not, get]]]]
1158	[yes, ,, i, agree]	[[',', 'i']]	[[]]	[[['i'], []]]	[[[['agree', 'agree', 'agree', 'agree']]]]
1159	[ , well, then, you, should, know, better, than, that, .]	[[' ', '.']]	[['well', 'then', 'better']]	[[['you'], []]]	[[[should, know]]]
1160	[how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
1161	[ , everything, .]	[[' ', 'everything', '.']]	[[]]	[[[], []]]	[[[['everything', 'everything', 'everything']]]]
1162	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
1163	[ , like, i, said, ,, i, do, not, want, to, see, your, name, .]	[[' ', 'i', ',', 'i', 'name', '.']]	[['not', 'your']]	[[['i', 'i'], []]]	[[[do, not], [[not, want]], [to, see]]]
1164	[not, my, name, ,, your, name, !]	[['name', ',', 'name', '!']]	[['not', 'my', 'your']]	[[[], []]]	[[[[not, my]]]]
1165	[ , you, should, get, a, new, name, .]	[[' ', 'a', 'name', '.']]	[['new']]	[[['you'], []]]	[[[should, get]]]
1166	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
1167	[ , to, be, honest, ,, i, would, not, want, to, look, like, a, dick, .]	[[' ', ',', 'i', 'a', 'dick', '.']]	[['honest', 'not']]	[[['i'], []]]	[[[to, be], [would, not], [[not, want]], [to, look]]]
1168	[what, is, dick, ?]	[['what', 'dick', '?']]	[[]]	[[[], []]]	[[[['is', 'is', 'is', 'is']]]]
1169	[ , you, are, a, dumbass]	[[' ', 'a', 'dumbass']]	[[]]	[[['you'], []]]	[[[['you', 'are', 'are', 'dumbass', 'are']]]]
1170	[fuck, you]	[[]]	[[]]	[[[], []]]	[[[['fuck', 'fuck']]]]
1171	[ , >, your]	[[' ', '>']]	[['your']]	[[[], []]]	[[[['>', '>', 'your']]], [[['>', '>', 'your']]]]
1172	[your, are, stupid, !]	[['!']]	[['your', 'stupid']]	[[['your'], []]]	[[[['are', 'are', 'are', 'are']]]]
1173	[you, are, an, asshole]	[['asshole']]	[[]]	[[['you'], []]]	[[[['are', 'are', 'asshole', 'are']]]]
1174	[how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
1175	[ , something, something, period, in, your, vagina]	[[' ', 'something', 'something', 'period', 'vagina']]	[['your']]	[[[], []]]	[[[['something', 'something', 'something', 'something', 'period', 'vagina', 'in']]]]
1176	[hello, ,, my, friend, !, it, is, a, pleasure, to, speak, with, you, ., wait, a, second, for, my, factoid, question!who, visited, the, hotel, adloin, in, berlin, ?]	[[',', 'friend', '!', 'a', 'pleasure', '.', 'a', 'second', 'factoid', 'hotel', 'adloin', 'berlin', '?']]	[['my', 'my', 'question!who']]	[[['it', 'question!who'], []]]	[[[['hello', 'hello', 'friend', 'hello', 'hello', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'wait', 'second', 'wait', 'second', 'factoid', 'for', 'visited', 'second', 'adloin', 'adloin', 'visited', 'visited', 'in', 'wait']]], [[to, speak]], [[['hello', 'hello', 'friend', 'hello', 'hello', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'wait', 'second', 'wait', 'second', 'factoid', 'for', 'visited', 'second', 'adloin', 'adloin', 'visited', 'visited', 'in', 'wait']]]]
1177	[nicholas, ii]	[['nicholas']]	[[]]	[[[], []]]	[[[['ii', 'ii']]]]
1178	"[you, can, do, better, ., hint, :, first, 3, answer, letters, is, "", nic, "", .]"	"[['.', ':', '3', 'answer', 'letters', '""', '""', '.']]"	[['better', 'first', 'nic']]	[[['you', 'letters'], []]]	[[[can, do]], [[['do', 'do', 'do', 'do', 'do', 'hint', 'hint', 'is', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint']]]]
1179	[nicholas, ii]	[['nicholas']]	[[]]	[[[], []]]	[[[['ii', 'ii']]]]
1180	[still, incorrect, :(, lets, speak, about, something, else, ...]	[['lets', 'something']]	[['still', 'incorrect', 'else']]	[[['lets'], []]]	[[[['incorrect', 'lets', 'incorrect', 'speak', 'speak', 'speak', 'about', 'something', 'speak']]]]
1181	[nicholas, ii, of, russia]	[['nicholas', 'russia']]	[[]]	[[[], []]]	[[[['ii', 'ii', 'ii', 'of']]]]
1182	[https, :, //www.youtube.com, /, watch, ?, casual]	[['https', ':', '/', '?']]	[['casual']]	[[[], []]]	[[[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]]]
1183	[how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
1184	[good, .]	[['.']]	[['good']]	[[[], []]]	[[[['good', 'good']]]]
1185	[how, old, are, you, ?]	[['?']]	[['how', 'old']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']]]]
1186	[camelia, ?]	[['camelia', '?']]	[[]]	[[[], []]]	[[[['camelia', 'camelia']]]]
1187	[who, is, camelia, ?]	[['who', 'camelia', '?']]	[[]]	[[['who'], []]]	[[[['is', 'is', 'is', 'is']]]]
1188	[what, is, this, camelia, ?]	[['what', 'camelia', '?']]	[[]]	[[['camelia'], []]]	[[[['is', 'is', 'camelia', 'is', 'is']]]]
1189	[i, do, nt, know]	[['i']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
1190	[https, :, //www.youtube.com, /, watch, ?, casual]	[['https', ':', '/', '?']]	[['casual']]	[[[], []]]	[[[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]]]
1191	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
1192	[amoroso, renato, .]	[['renato', '.']]	[[]]	[[[], []]]	[[[['renato', 'renato', 'renato']]]]
1193	[where, are, you, from, ?]	[['?']]	[['where']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']]]]
1194	[oh, ,, my, .]	[[',', '.']]	[[]]	[[[], []]]	[[[['oh', 'oh', 'oh', 'oh']]]]
1195	[ask, me, something]	[['something']]	[[]]	[[[], []]]	[[[['ask', 'ask', 'ask']]]]
1196	[https, :, //www.youtube.com, /, watch, ?, casual]	[['https', ':', '/', '?']]	[['casual']]	[[[], []]]	[[[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]], [[['https', 'https', '//www.youtube.com', 'watch', 'watch', 'watch', 'casual']]]]
1197	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1198	[greetings, ,, human, !]	[['greetings', ',', '!']]	[['human']]	[[[], []]]	[[[['greetings', 'greetings', 'greetings', 'human']]]]
1199	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
1200	[my, name, is, bot, .]	[['name', 'bot', '.']]	[['my']]	[[['name'], []]]	[[[['name', 'is', 'is', 'is', 'is']]]]
1201	[nice, to, meet, you, ,, bot]	[[',', 'bot']]	[['nice']]	[[[], []]]	[[[to, meet]]]
1202	[thank, you, .]	[['.']]	[[]]	[[[], []]]	[[[['thank', 'thank', 'thank']]]]
1203	[my, name, is, alicehow, are, you, ?]	[['name', 'alicehow', '?']]	[['my']]	[[['name', 'you'], []]]	[[[['name', 'is', 'is', 'is', 'is', 'are', 'are']]]]
1204	[great, !]	[['!']]	[['great']]	[[[], []]]	[[[['great', 'great']]]]
1205	[great, !]	[['!']]	[['great']]	[[[], []]]	[[[['great', 'great']]]]
1206	[all, of, us, wish, we, had, an, alice, ., i, wish, i, had, an, alice, .]	[['alice', '.', 'i', 'i', 'alice', '.']]	[[]]	[[['all', 'we', 'i', 'i'], []]]	[[[['wish', 'all', 'of', 'wish', 'had', 'wish', 'alice', 'had', 'wish', 'wish', 'wish', 'had', 'wish', 'alice', 'had', 'wish']]], [[['wish', 'all', 'of', 'wish', 'had', 'wish', 'alice', 'had', 'wish', 'wish', 'wish', 'had', 'wish', 'alice', 'had', 'wish']]]]
1207	[i, once, had, an, alice]	[['i', 'alice']]	[['once']]	[[['i'], []]]	[[[['had', 'had', 'had', 'alice', 'had']]]]
1208	[this, is, what, i, am, waiting, for, as, well, .]	[['what', 'i', '.']]	[['as', 'well']]	[[['this', 'i'], []]]	[[[am, waiting]]]
1209	[great, !]	[['!']]	[['great']]	[[[], []]]	[[[['great', 'great']]]]
1210	[great, .]	[['.']]	[['great']]	[[[], []]]	[[[['great', 'great']]]]
1211	[great, !]	[['!']]	[['great']]	[[[], []]]	[[[['great', 'great']]]]
1212	[i, can, be, president, of, the, united, states, ,, or, i, can, control, alice, ., i, can, not, possibly, do, both.safari, does, include, a, search, text, function, .]	[['i', 'president', 'states', ',', 'or', 'i', 'alice', '.', 'i', 'a', 'search', 'text', 'function', '.']]	[['united', 'not', 'possibly']]	[[['i', 'i', 'i'], []]]	[[[can, be], [can, control]], [[can, not], [[not, possibly]], [does, include]]]
1213	[who, is, safari, ?]	[['who', '?']]	[['safari']]	[[['who'], []]]	[[[['is', 'is', 'is', 'is']]]]
1214	[i, am, not, sure, ,, but, my, answer, is, :, virgin, records, .]	[['i', ',', 'but', 'answer', ':', 'virgin', 'records', '.']]	[['not', 'sure', 'my']]	[[['i', 'answer'], []]]	[[[[not, sure]]]]
1215	[how, are, you, feeling, about, that, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[are, you]]]
1216	[very, well, ,, thanks, .]	[[',', 'thanks', '.']]	[['very', 'well']]	[[[], []]]	[[[['well', 'thanks', 'well', 'thanks', 'thanks']]]]
1217	[why, do, not, you, tell, me, your, way, of, saying, you, do, not, want, to, hear, about, the, evidence, that, you, are, a, terrorist, ?]	[['way', 'evidence', 'a', 'terrorist', '?']]	[['why', 'not', 'your', 'not']]	[[['you', 'you', 'you'], []]]	[[[do, not], [[not, you]], [do, not], [[not, want]], [to, hear]]]
1218	[it, is, nonsense]	[['nonsense']]	[[]]	[[['it'], []]]	[[[['is', 'is', 'is']]]]
1219	[really, ?, i, have, never, understood, why, people, say, that, .]	[['?', 'i', 'people', '.']]	[['really', 'never', 'why']]	[[['i', 'people'], []]]	[[[['really', 'really', 'understood', 'understood', 'understood', 'understood', 'say', 'say', 'understood', 'say', 'understood']]], [[have, never], [[never, understood]]]]
1220	[me, either]	[['either']]	[[]]	[[[], []]]	[[[['me', 'me']]]]
1221	[well, then, you, are, an, idiot, .]	[['idiot', '.']]	[['then']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'idiot', 'are', 'are']]]]
1222	[and, you, as, well]	[['and']]	[['as', 'well']]	[[[], []]]	[[[['you', 'you', 'well', 'you']]]]
1223	[you, are, saying, no, one, is, arguing, that, there, is, nothing, to, argue, about, .]	[['one', 'nothing', '.']]	[['there']]	[[['you', 'one'], []]]	[[[are, saying], [is, arguing], [to, argue]]]
1224	[i, did, say, that, ...]	[['i']]	[[]]	[[['i'], []]]	[[[did, say]]]
1225	[okay, ,, so, you, are, saying, you, are, right, about, that, ?]	[[',', '?']]	[['so', 'right']]	[[['you', 'you'], []]]	[[[are, saying]]]
1226	[no]	[[]]	[[]]	[[[], []]]	[[[['no']]]]
1227	[i, am, sorry, you, have, the, right, to, talk, about, it, ., i, was, just, saying, that, it, was, not, clear, what, you, were, trying, to, say, there, .]	[['i', 'right', '.', 'i', 'what', '.']]	[['sorry', 'just', 'not', 'clear', 'there']]	[[['i', 'you', 'i', 'it', 'you'], []]]	[[[to, talk]], [[was, just], [[not, clear]], [were, trying], [to, say]]]
1228	[i, am, lost, idea, what, are, you, taking, about, .]	[['i', 'idea', 'what', '.']]	[[]]	[[['you'], []]]	[[[am, lost], [are, you]]]
1229	[no, ,, i, am, saying, that, it, is, not, meant, to, convince, people, of, anything, .]	[[',', 'i', 'people', 'anything', '.']]	[['not']]	[[['i'], []]]	[[[am, saying], [is, not], [[not, meant]], [to, convince]]]
1230	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
1231	[because, the, context, of, this, thread, is, true, .]	[['context', 'thread', '.']]	[['true']]	[[['context'], []]]	[[[['is', 'context', 'is', 'context', 'thread', 'of', 'is', 'is', 'is']]]]
1232	[which, context, ?]	[['context', '?']]	[['which']]	[[['which'], []]]	[[[['context', 'context', 'context']]]]
1233	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1234	[i, do, not, mean, anything, ,, you, trying, to, convince, me, in, something, but, i, ca, not, get, your, arguments, ...]	[['i', 'anything', ',', 'something', 'but', 'i', 'arguments']]	[['not', 'not', 'your']]	[[['i', 'you', 'i'], []]]	[[[do, not], [[not, mean]], [to, convince]], [[ca, not], [[not, get]]]]
1235	[where, did, you, get, that, from, ?, i, am, not, sure, where, you, are, getting, that, from, .]	[['?', 'i', '.']]	[['where', 'not', 'sure', 'where']]	[[['you', 'i', 'you'], []]]	[[[did, you]], [[[not, sure]], [are, getting]]]
1236	[tell, me, strait, -, what, are, you, talking, about, ?]	[['-', 'what', '?']]	[['strait']]	[[['you'], []]]	[[[are, you]]]
1237	[what, is, an, insult, ?, your, comment, is, mostly, because, you, disagree, with, something, you, do, not, understand, .]	[['what', 'insult', '?', 'comment', 'something', '.']]	[['your', 'mostly', 'not']]	[[['insult', 'comment', 'you', 'you'], []]]	[[[['is', 'is', 'insult', 'is', 'is', 'comment', 'is', 'is', 'is', 'disagree', 'disagree', 'is', 'disagree', 'with', 'understand', 'understand', 'understand', 'something', 'is']]], [[do, not], [[not, understand]]]]
1238	[it, is, good, that, microscopy, may, be, carried, out, with, simple, instruments]	[['microscopy', 'instruments']]	[['good', 'simple']]	[[['it'], []]]	[[[may, be], [be, carried]]]
1239	[maybe, is, i, .]	[['i', '.']]	[['maybe']]	[[['i'], []]]	[[[['is', 'is', 'is', 'is']]]]
1240	[have, you, had, any, diseases, ?]	[['diseases', '?']]	[[]]	[[['you'], []]]	[[[have, you]]]
1241	[definitive, fluorescent]	[['fluorescent']]	[['definitive']]	[[[], []]]	[[[['fluorescent', 'fluorescent']]]]
1242	[interesting, disease]	[['disease']]	[['interesting']]	[[[], []]]	[[[['disease', 'disease']]]]
1243	[did, i, you, you, ?]	[['i', '?']]	[[]]	[[['i', 'you', 'you'], []]]	[[[['did', 'did', 'did', 'did', 'did']]]]
1244	[cybernative, almagamma]	[['almagamma']]	[['cybernative']]	[[[], []]]	[[[['almagamma', 'almagamma']]]]
1245	[fuck, hmm, .]	[['.']]	[['fuck']]	[[[], []]]	[[[['fuck', 'fuck', 'fuck']]]]
1246	[have, not, heard, about, it, ?]	[['?']]	[['not']]	[[[], []]]	[[[have, not], [[not, heard]]]]
1247	[out, with, simple]	[[]]	[['out', 'simple']]	[[[], []]]	[[[['out', 'out', 'with']]]]
1248	[you, are, going, out, with, simple, ?]	[['?']]	[['simple']]	[[['you'], []]]	[[[are, going]]]
1249	[artificially, fluorescent, (, fluorescently]	[['(']]	[['artificially', 'fluorescent', 'fluorescently']]	[[[], []]]	[[[['fluorescent', 'fluorescent', 'fluorescent', 'fluorescent']]]]
1250	[artificially, or, naturally, ?]	[['or', '?']]	[['artificially', 'naturally']]	[[[], []]]	[[[['artificially', 'artificially', 'artificially', 'artificially']]]]
1251	[the]	[[]]	[[]]	[[[], []]]	[[[['the']]]]
1252	[you, are, mad]	[[]]	[['mad']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
1253	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
1254	[good, for, you]	[[]]	[['good']]	[[[], []]]	[[[['good', 'good', 'for']]]]
1255	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
1256	[do, you, want, to, be, a, robot, ?]	[['a', 'robot', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, be]]]
1257	[this]	[[]]	[[]]	[[[], []]]	[[[['this']]]]
1258	[what, a, joke]	[['a', 'joke']]	[['what']]	[[[], []]]	[[[['joke', 'joke', 'joke']]]]
1259	[hello, ,, my, friend, ., it, is, a, pleasure, to, speak, with, you, ., i, will, ask, you, a, question, in, a, second, ,, please, waitduring, what, period, did, greek, science, originate, ?]	[[',', 'friend', '.', 'a', 'pleasure', '.', 'i', 'a', 'question', 'a', 'second', ',', 'period', 'science', 'originate', '?']]	[['my', 'what', 'greek']]	[[['it', 'i', 'period', 'science'], []]]	[[[['hello', 'hello', 'friend', 'hello', 'hello', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'ask', 'ask', 'ask', 'ask', 'question', 'ask', 'question', 'second', 'in', 'ask', 'waitduring', 'ask', 'period', 'greek', 'greek', 'waitduring', 'originate', 'greek', 'ask']]], [[to, speak]], [[will, ask], [did, greek]]]
1260	[can, we, speak, not, about, this, article, ?]	[['article', '?']]	[['not']]	[[['we'], []]]	[[[can, we], [[not, about]]]]
1261	[you, can, do, better, ., hint, :, first, 3, letters, is, hel, ., try, again, ,, please]	[['.', ':', '3', 'letters', '.', ',']]	[['better', 'first', 'hel', 'again']]	[[['you', 'letters'], []]]	[[[can, do]], [[['do', 'do', 'do', 'do', 'do', 'hint', 'hint', 'is', 'letters', 'is', 'hint', 'is', 'is', 'try', 'try', 'try', 'try']]], [[['do', 'do', 'do', 'do', 'do', 'hint', 'hint', 'is', 'letters', 'is', 'hint', 'is', 'is', 'try', 'try', 'try', 'try']]]]
1262	[did, you, actualy, read, my, messages, ?]	[['messages', '?']]	[['my']]	[[['you'], []]]	[[[did, you]]]
1263	[still, incorrect, :(, i, think, that, answer, is, :, hellenistic, .]	[['i', 'answer', ':', '.']]	[['still', 'incorrect', 'hellenistic']]	[[['i', 'answer'], []]]	[[[['incorrect', 'incorrect', 'incorrect', 'think', 'think', 'answer', 'is', 'think', 'is', 'is', 'think']]], [[['incorrect', 'incorrect', 'incorrect', 'think', 'think', 'answer', 'is', 'think', 'is', 'is', 'think']]]]
1264	[please, read, my, previous, questions]	[['questions']]	[['my', 'previous']]	[[[], []]]	[[[['read', 'read', 'questions', 'questions', 'read']]]]
1265	[liar]	[['liar']]	[[]]	[[[], []]]	[[[['liar']]]]
1266	[lol]	[[]]	[[]]	[[[], []]]	[[[['lol']]]]
1267	[who, cares?can, you, write, similar, text, ?]	[['who', 'text', '?']]	[['similar']]	[[['who', 'you'], []]]	[[[cares?can, you]]]
1268	[still, do, not, understand, you]	[[]]	[['still', 'not']]	[[[], []]]	[[[do, not], [[not, understand]]]]
1269	[do, you, know, what, ?, i, ca, not, answer, :(, let, is, talk, about, cats, !]	[['what', '?', 'i', 'cats', '!']]	[['not']]	[[['you', 'i'], []]]	[[[do, you]], [[ca, not], [[not, answer]]], [[is, talk]]]
1270	[sorry]	[[]]	[[]]	[[[], []]]	[[[['sorry']]]]
1271	[this, is, what, happens, when, you, live, in, the, white, house, .]	[['what', 'house', '.']]	[['when', 'white']]	[[['this', 'what', 'you'], []]]	[[[['is', 'is', 'happens', 'is', 'live', 'live', 'happens', 'live', 'house', 'house', 'in', 'is']]]]
1272	[what, do, you, know, about, hft, ?]	[['what', 'hft', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1273	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
1274	[can, you, read, about, it, ?]	[['?']]	[[]]	[[['you'], []]]	[[[can, you]]]
1275	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
1276	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
1277	[do, you, know, what, ?, its, beyond, my, possibilities, :(, i, would, like, to, discuss, ...]	[['what', '?', 'possibilities', 'i']]	[['its', 'my']]	[[['you', 'i'], []]]	[[[do, you]], [[would, like], [to, discuss]]]
1278	[sorry]	[[]]	[[]]	[[[], []]]	[[[['sorry']]]]
1279	[this, is, what, happens, when, you, live, in, the, white, house, .]	[['what', 'house', '.']]	[['when', 'white']]	[[['this', 'what', 'you'], []]]	[[[['is', 'is', 'happens', 'is', 'live', 'live', 'happens', 'live', 'house', 'house', 'in', 'is']]]]
1280	[hello, !, i, hope, you, will, enjoy, this, conversation, ., i, will, ask, you, a, question, in, a, second, ,, please, wait.what, religion, is, associated, with, the, god, of, war, ?]	[['!', 'i', 'conversation', '.', 'i', 'a', 'question', 'a', 'second', ',', 'religion', 'god', 'war', '?']]	[[]]	[[['i', 'you', 'i'], []]]	[[[['hello', 'hello', 'hope', 'hope', 'enjoy', 'enjoy', 'hope', 'conversation', 'enjoy', 'hope', 'ask', 'ask', 'ask', 'ask', 'question', 'ask', 'question', 'second', 'in', 'ask', 'ask', 'religion', 'associated', 'associated', 'ask', 'associated', 'god', 'with', 'god', 'of', 'ask']]], [[will, enjoy]], [[will, ask], [is, associated]]]
1281	[i, do, not, know, ,, it, does, not, say, in, the, article, .]	[['i', ',', 'article', '.']]	[['not', 'not']]	[[['i', 'it'], []]]	[[[do, not], [[not, know]], [does, not], [[not, say]]]]
1282	[i, do, not, care, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, care]]]]
1283	[just, tell, me, what, religion, it, is, .]	[['religion', '.']]	[['just', 'what']]	[[['it'], []]]	[[[['tell', 'tell', 'tell', 'religion', 'is', 'is', 'tell', 'tell']]]]
1284	[on]	[[]]	[[]]	[[[], []]]	[[[['on']]]]
