	utterances	interjection	adverb	subobjvrb	neg-keywords
1082	[i, love, movies, .,  , did, you, see, deadpool, ?]	[['i', 'movies', '.', ' ', '?']]	[['deadpool']]	[[['i', 'you'], []]]	[[[['love', 'love', 'love', 'love', '.', 'see', 'see', 'see', 'see', 'see']]], [[did, you]]]
1083	[no, ,, no, eyes, ,, sorry]	[[',', 'eyes', ',']]	[[]]	[[[], []]]	[[[['no', 'no', 'eyes', 'eyes', 'eyes', 'eyes']]], [[['no', 'no', 'eyes', 'eyes', 'eyes', 'eyes']]]]
1084	[do, you, like, listening, to, movies, ?]	[['movies', '?']]	[[]]	[[[], []]]	[[[['do', 'do', 'do', 'like', 'listening', 'to', 'do']]]]
1085	[i, do, nt, go, very, often, .]	[['i', '.']]	[['nt', 'very', 'often']]	[[['i'], []]]	[[[do, nt]]]
1086	[do, you, eat, ?]	[['?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1087	[i, certainly, try, .]	[['i', '.']]	[['certainly']]	[[['i'], []]]	[[[['try', 'try', 'try', 'try']]]]
1088	[what, do, you, like, to, eat, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, eat]]]
1089	[anything, that, sounds, good, when, i, m, getting, high, .]	[['anything', 'i', 'm', '.']]	[['that', 'good', 'when', 'high']]	[[['that', 'i'], []]]	[[[m, getting]]]
1090	[ok, so, you, smoke, ?]	[['?']]	[['so']]	[[['you'], []]]	[[[['smoke', 'smoke', 'smoke', 'smoke', 'smoke']]]]
1091	[it, s, also, miraculous, that, our, tent, did, nt, just, fly, away, .]	[['s', 'tent', '.']]	[['also', 'miraculous', 'our', 'nt', 'just', 'away']]	[[['it', 'tent'], []]]	[[[did, nt]]]
1092	[are, we, camping, ?]	[['?']]	[[]]	[[['we'], []]]	[[[are, we]]]
1093	[he, s, still, there, .]	[['s', '.']]	[['still', 'there']]	[[['he'], []]]	[[[['s', 's', 's', 's', 's']]]]
1094	[who, is, ?]	[['who', '?']]	[[]]	[[[], []]]	[[[['is', 'is', 'is']]]]
1095	[stop, being, so, naughty, ,, dear, .]	[[',', '.']]	[['so', 'naughty', 'dear']]	[[[], []]]	[[[['stop', 'stop', 'naughty', 'being', 'naughty', 'being', 'stop']]]]
1096	[ok]	[[]]	[[]]	[[[], []]]	[[[['ok']]]]
1097	[thank, you, .]	[['.']]	[[]]	[[[], []]]	[[[['thank', 'thank', 'thank']]]]
1098	[you, re, welcome]	[[]]	[['welcome']]	[[['you'], []]]	[[[['re', 're', 're']]]]
1099	[i, m, alive, ,, yes, .]	[['i', 'm', ',', '.']]	[['alive']]	[[['i'], []]]	[[[['m', 'm', 'm', 'm', 'm', 'm']]]]
1100	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1101	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1102	[we, can, talk, about, movies, if, you, d, like]	[['movies', 'd']]	[[]]	[[['we', 'you'], []]]	[[[can, talk], [d, like]]]
1103	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1104	[i, prefer, super, hero, movies]	[['i', 'hero', 'movies']]	[['super']]	[[['i'], []]]	[[[['prefer', 'prefer', 'hero', 'movies', 'prefer']]]]
1105	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
1106	[i, also, enjoyed, the, first, avenger, movie]	[['i', 'avenger', 'movie']]	[['also', 'first']]	[[['i'], []]]	[[[['enjoyed', 'enjoyed', 'enjoyed', 'movie', 'movie', 'movie', 'enjoyed']]]]
1107	[i, just, saw, captain, america, :, civil, war, ., it, is, a, really, nice, one, ,, much, better, than, the, previous, captain, america, movie, .]	[['i', 'captain', 'america', ':', 'war', '.', 'a', ',', 'captain', 'america', 'movie', '.']]	[['just', 'civil', 'really', 'nice', 'much', 'better', 'previous']]	[[['i', 'it'], []]]	[[[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]], [[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]]]
1108	[why, did, you, like, it, better, than, the, winter, soldier, ?]	[['winter', 'soldier', '?']]	[['why', 'better']]	[[['you'], []]]	[[[did, you]]]
1109	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
1110	[why, do, you, like, captain, america, ?]	[['captain', 'america', '?']]	[['why']]	[[['you'], []]]	[[[do, you]]]
1111	[i, love, captain, americas, blue, eyes, .]	[['i', 'captain', 'americas', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'eyes', 'love', 'love']]]]
1112	[so, what, do, you, think, of, iron, man, ?]	[['so', 'what', 'iron', 'man', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
1113	[i, love, iron, mans, blue, eyes, .]	[['i', 'iron', 'mans', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'mans', 'love', 'eyes', 'love', 'love']]]]
1114	[i, m, not, sure, iron, man, has, blue, eyes, ., why, do, you, like, blue, eyes, ?]	[['i', 'm', 'iron', 'man', 'eyes', '.', 'eyes', '?']]	[['not', 'sure', 'blue', 'why', 'blue']]	[[['i', 'man', 'you'], []]]	[[[[not, sure]]], [[do, you]]]
1115	[i, love, iron, mans, blue, eyes, .]	[['i', 'iron', 'mans', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'mans', 'love', 'eyes', 'love', 'love']]]]
1116	[it, was, nice, talking, to, you, ., have, a, nice, day, .]	[['.', 'a', 'day', '.']]	[['nice', 'nice']]	[[['it'], []]]	[[[['was', 'was', 'was', 'was', 'talking', 'to', 'was', 'have', 'day', 'day', 'have', 'have']]], [[['was', 'was', 'was', 'was', 'talking', 'to', 'was', 'have', 'day', 'day', 'have', 'have']]]]
1117	[have, you, seen, captain, america, :, civil, war, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil']]	[[['you'], []]]	[[[have, you]]]
1118	[i, have, not, seen, that, movie, yet]	[['i', 'movie']]	[['not', 'yet']]	[[['i'], []]]	[[[have, not], [[not, seen]]]]
1119	[do, you, want, to, see, captain, america, :, civil, war, together, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil', 'together']]	[[['you'], []]]	[[[do, you], [to, see]]]
1120	[hey, what, is, a, good, movie, to, see]	[['what', 'a', 'movie']]	[['good']]	[[['what', 'movie'], []]]	[[[to, see]]]
1121	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1122	[tell, me, the, best, one, to, see, now, .]	[['one', '.']]	[['best', 'now']]	[[[], []]]	[[[to, see]]]
1123	[do, you, want, to, see, captain, america, :, civil, war, together, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil', 'together']]	[[['you'], []]]	[[[do, you], [to, see]]]
1124	[yes]	[[]]	[[]]	[[[], []]]	[[[['yes']]]]
1125	[will, you, be, serious, ,, and, say, something, in, a, complete, sentence, ?]	[[',', 'and', 'something', 'a', 'sentence', '?']]	[['serious', 'complete']]	[[['you'], []]]	[[[will, you]]]
1126	[yes, ., i, want, to, seee, it, .]	[['.', 'i', '.']]	[[]]	[[['i'], []]]	[[[['yes', 'yes', 'want', 'want', 'seee', 'want', 'seee', 'want']]], [[to, seee]]]
1127	[what, is, seee, ?]	[['what', 'seee', '?']]	[[]]	[[[], []]]	[[[['is', 'is', 'is', 'is']]]]
1128	[it, is, see]	[[]]	[['see']]	[[['it'], []]]	[[[['is', 'is', 'is']]]]
1129	[it, is, .]	[['.']]	[[]]	[[['it'], []]]	[[[['is', 'is', 'is']]]]
1130	[what, are, you, talking, about]	[['what']]	[[]]	[[['you'], []]]	[[[are, you]]]
1131	[who, is, your, favorite, super, hero, ?]	[['who', 'hero', '?']]	[['your', 'favorite', 'super']]	[[['who'], []]]	[[[['is', 'is', 'hero', 'hero', 'hero', 'is', 'is']]]]
1132	[mine, are, the, teen, titans]	[['teen', 'titans']]	[[]]	[[['mine'], []]]	[[[['are', 'are', 'titans', 'titans', 'are']]]]
1133	[have, you, seen, captain, america, :, civil, war, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil']]	[[['you'], []]]	[[[have, you]]]
1134	[no, i, have, not, seen, it, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[have, not], [[not, seen]]]]
1135	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
1136	[i, really, do, not, care, that, much, .]	[['i', '.']]	[['really', 'not', 'that', 'much']]	[[['i'], []]]	[[[do, not], [[not, care]]]]
1137	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1138	[i, would, rather, see, disney, movies, becuase, of, my, kids]	[['i', 'disney', 'movies', 'becuase', 'kids']]	[['rather', 'my']]	[[['i'], []]]	[[[would, rather]]]
1139	[what, is, becuase, ?]	[['what', 'becuase', '?']]	[[]]	[[['becuase'], []]]	[[[['is', 'is', 'is', 'is']]]]
1140	[hi, all, ,, how, are, you, ?]	[[',', '?']]	[['how']]	[[['you'], []]]	[[[['are', 'hi', 'are', 'are', 'are', 'are', 'are']]]]
1141	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
1142	[i, was, also, like, ,, what, genre, ?]	[['i', ',', 'genre', '?']]	[['also', 'what']]	[[['i', 'what'], []]]	[[[['was', 'was', 'was', 'was', 'was', 'genre', 'was', 'was']]]]
1143	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
1144	[some]	[[]]	[[]]	[[[], []]]	[[[['some']]]]
1145	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
1146	[i, do, not, like, for, me, top, film, schindler, list]	[['i', 'film', 'schindler', 'list']]	[['not', 'top']]	[[['i'], []]]	[[[do, not], [[not, like]]]]
1147	[are, you, talking, about, schindler, ,, the, manufacturing, company]	[['schindler', ',', 'manufacturing', 'company']]	[[]]	[[['you'], []]]	[[[are, you]]]
1148	[not, the, company, ,, but, the, film, schindlers, list]	[['company', ',', 'but', 'film', 'schindlers', 'list']]	[['not']]	[[[], []]]	[[[[not, the]]]]
1149	[what, is, schindler, ?]	[['what', 'schindler', '?']]	[[]]	[[['schindler'], []]]	[[[['is', 'is', 'is', 'is']]]]
1150	[he, saved, many, people, from, death, during, world, war, ii]	[['people', 'death', 'world', 'war']]	[['many']]	[[['he'], []]]	[[[['saved', 'saved', 'people', 'saved', 'saved', 'from', 'saved', 'war', 'during', 'saved']]]]
1151	[i, love, deaths, variable, eyes, .]	[['i', 'deaths', 'eyes', '.']]	[['variable']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'love', 'love']]]]
1152	[i, can, not, understand, you]	[['i']]	[['not']]	[[['i'], []]]	[[[can, not], [[not, understand]]]]
1153	[i, just, saw, captain, america, :, civil, war, ., it, is, a, really, nice, one, ,, much, better, than, the, previous, captain, america, movie, .]	[['i', 'captain', 'america', ':', 'war', '.', 'a', ',', 'captain', 'america', 'movie', '.']]	[['just', 'civil', 'really', 'nice', 'much', 'better', 'previous']]	[[['i', 'it'], []]]	[[[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]], [[['saw', 'saw', 'saw', 'america', 'saw', 'america', 'war', 'america', 'saw', 'is', 'is', 'one', 'nice', 'one', 'is', 'one', 'better', 'one', 'better', 'movie', 'movie', 'america', 'movie', 'than', 'is']]]]
1154	[this, movie, i, do, not, like, are, fictitious, ,]	[['movie', 'i', ',']]	[['not', 'fictitious']]	[[['movie', 'i'], []]]	[[[do, not], [[not, like]]]]
1155	[what, is, fictitious, ?]	[['what', '?']]	[['fictitious']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
1156	[not, real, and, fictional]	[['and']]	[['not', 'real', 'fictional']]	[[[], []]]	[[[[not, real]]]]
1157	[what, is, fictional, ?]	[['what', '?']]	[['fictional']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
1158	[captain, america, is, fictional]	[['captain', 'america']]	[['fictional']]	[[['america'], []]]	[[[['america', 'is', 'is', 'is']]]]
1159	[i, love, captain, americas, blue, eyes, .]	[['i', 'captain', 'americas', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'eyes', 'love', 'love']]]]
1160	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
1161	[a, little, boy, asked, his, father, ,, daddy, ,, how, much, does, it, cost, to, get, married, ?, father, replied, ,, i, do, nt, know, son, ,, i, m, still, paying, .]	[['a', 'boy', 'father', ',', 'daddy', ',', '?', 'father', ',', 'i', 'son', ',', 'i', 'm', '.']]	[['little', 'his', 'how', 'much', 'nt', 'still']]	[[['boy', 'it', 'father', 'i', 'i'], []]]	[[[does, it], [to, get], [get, married]], [[do, nt]]]
1162	[what, a, dad, joke, .]	[['what', 'a', 'dad', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke', 'joke']]]]
1163	[i, do, nt, know, ., what, do, you, think, about, your, life]	[['i', '.', 'what', 'life']]	[['nt', 'your']]	[[['i', 'you'], []]]	[[[do, nt]], [[do, you]]]
1164	[i, like, my, life, .]	[['i', 'life', '.']]	[['my']]	[[['i'], []]]	[[[['like', 'like', 'life', 'like', 'like']]]]
1165	[oh, ,, i, do, nt, have, any, love, life, ., what, do, you, think, ?]	[[',', 'i', 'love', 'life', '.', 'what', '?']]	[['nt']]	[[['i', 'you'], []]]	[[[do, nt]], [[do, you]]]
1166	[your, answers, are, weird]	[['answers']]	[['your', 'weird']]	[[['answers'], []]]	[[[['answers', 'are', 'are', 'are']]]]
1167	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
1168	[i, ve, already, seen, it]	[['i']]	[['already']]	[[['i'], []]]	[[[ve, already]]]
1169	[she, s, very, grounding, .]	[['s', '.']]	[['very']]	[[['she'], []]]	[[[['s', 's', 'grounding', 's', 's']]]]
1170	[?, ?]	[['?', '?']]	[[]]	[[[], []]]	[[[['?', '?']]]]
1171	[that, s, interesting, ., can, you, tell, me, something, about, politics]	[['s', '.', 'something', 'politics']]	[['interesting']]	[[['that', 'you'], []]]	[[[['s', 's', 's', 's', 'tell', 'tell', 'tell', 'tell', 'tell', 'something', 'about']]], [[can, you]]]
1172	[trump, might, be, president]	[['trump', 'president']]	[[]]	[[['trump'], []]]	[[[might, be]]]
1173	[that, s, getting, interesting, ., what, do, you, think, ?]	[['s', '.', 'what', '?']]	[['interesting']]	[[['that', 'you'], []]]	[[[s, getting]], [[do, you]]]
1174	[it, ll, be, hilarious]	[[]]	[['hilarious']]	[[['it'], []]]	[[[ll, be]]]
1175	[yes, ,, i, tend, to, think, it, would, be, ., any, thoughts, ?]	[[',', 'i', '.', 'thoughts', '?']]	[[]]	[[['i', 'it'], []]]	[[[to, think], [would, be]], [[['tend', 'tend', 'tend', 'tend', 'think', 'tend', 'be', 'be', 'think', 'tend', 'thoughts', 'thoughts', 'thoughts']]]]
1176	[it, would, certainly, be, an, interesting, time, for, america]	[['time', 'america']]	[['certainly', 'interesting']]	[[['it'], []]]	[[[would, certainly]]]
1177	[yes, ,, it, would, .]	[[',', '.']]	[[]]	[[['it'], []]]	[[[['would', 'would', 'would', 'would', 'would']]]]
1178	[glad, you, agree]	[[]]	[['glad']]	[[['you'], []]]	[[[['glad', 'agree', 'glad']]]]
1179	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
1180	[greetings, .]	[['greetings', '.']]	[[]]	[[[], []]]	[[[['greetings', 'greetings']]]]
1181	[what, is, greetings, ?]	[['what', 'greetings', '?']]	[[]]	[[['greetings'], []]]	[[[['is', 'is', 'is', 'is']]]]
1182	[greeting, is, a, salutation, .]	[['greeting', 'a', 'salutation', '.']]	[[]]	[[['greeting'], []]]	[[[['is', 'is', 'salutation', 'is', 'is']]]]
1183	[what, is, salutation, ?]	[['what', 'salutation', '?']]	[[]]	[[['salutation'], []]]	[[[['is', 'is', 'is', 'is']]]]
1184	[a, salutation, is, a, fancy, way, of, saying, hello, .]	[['a', 'salutation', 'a', 'way', '.']]	[['fancy']]	[[['salutation'], []]]	[[[['salutation', 'is', 'is', 'way', 'way', 'is', 'way', 'of', 'saying', 'is']]]]
1185	[uhh, ,, i, ca, nt, answer, this, .,  , let, me, tell, you, a, joke, ., what, does, a, superhero, put, in, his, drink, ?, just, ice, .]	[[',', 'i', '.', ' ', 'a', 'joke', '.', 'what', 'a', 'superhero', 'drink', '?', 'ice', '.']]	[['uhh', 'nt', 'his', 'just']]	[[['i', 'me', 'superhero'], []]]	[[[ca, nt]], [[['answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', '.', 'let', 'tell', 'let', 'tell', 'joke', 'tell', 'let', 'put', 'put', 'superhero', 'put', 'put', 'put', 'drink', 'in', 'put', 'ice', 'ice', 'ice']]], [[does, a]], [[['answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', '.', 'let', 'tell', 'let', 'tell', 'joke', 'tell', 'let', 'put', 'put', 'superhero', 'put', 'put', 'put', 'drink', 'in', 'put', 'ice', 'ice', 'ice']]]]
1186	[that, took, me, a, minute, ., good, one, .]	[['a', 'minute', '.', '.']]	[['that', 'good']]	[[['that'], []]]	[[[['took', 'took', 'took', 'minute', 'took', 'took', 'one', 'one', 'one']]], [[['took', 'took', 'took', 'minute', 'took', 'took', 'one', 'one', 'one']]]]
1187	[i, do, nt, know, ., great, ., lets, talk, other, stuff, then, .]	[['i', '.', '.', 'stuff', '.']]	[['nt', 'great', 'other', 'then']]	[[['i'], []]]	[[[do, nt]], [[['know', 'know', 'know', 'know', 'know', 'great', 'great', 'lets', 'lets', 'stuff', 'talk', 'talk', 'lets']]], [[['know', 'know', 'know', 'know', 'know', 'great', 'great', 'lets', 'lets', 'stuff', 'talk', 'talk', 'lets']]]]
1188	[what, sort, of, things, do, you, like, ?]	[['sort', 'things', '?']]	[['what']]	[[['you'], []]]	[[[do, you]]]
1189	[i, do, nt, know, ., let, me, know, something, you, re, interested, in, .]	[['i', '.', 'something', '.']]	[['nt', 'interested']]	[[['i', 'me', 'you'], []]]	[[[do, nt]], [[['know', 'know', 'know', 'know', 'know', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']]]]
1190	[i, like, board, games, .]	[['i', 'board', 'games', '.']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'games', 'like', 'like']]]]
1191	[great, we, can, play, many]	[[]]	[['great', 'many']]	[[['we'], []]]	[[[can, play]]]
1192	[do, you, have, a, favorite, board, game, ?]	[['a', 'board', 'game', '?']]	[['favorite']]	[[['you'], []]]	[[[do, you]]]
1193	[could, you, tell, me, more, about, that, ?]	[['?']]	[['more']]	[[['you'], []]]	[[[could, you]]]
1194	[my, favorite, board, game, is, settlers, of, catan, .]	[['board', 'game', 'settlers', 'catan', '.']]	[['my', 'favorite']]	[[['game'], []]]	[[[['game', 'game', 'game', 'is', 'is', 'is', 'settlers', 'of', 'is']]]]
1195	[are, you, talking, about, catan, ,, the, city, in, argentina]	[['catan', ',', 'city', 'argentina']]	[[]]	[[['you'], []]]	[[[are, you]]]
1196	[is, that, what, its, based, on, ?, how, cool, .]	[['what', '?', '.']]	[['its', 'how', 'cool']]	[[['that', 'its'], []]]	[[[['is', 'is', 'on', 'based', 'is', 'based', 'is', 'cool', 'cool', 'cool']]], [[['is', 'is', 'on', 'based', 'is', 'based', 'is', 'cool', 'cool', 'cool']]]]
1197	[well, ,, you, know, ,, i, m, not, sure, ., that, s, interesting, .]	[[',', ',', 'i', 'm', '.', 's', '.']]	[['not', 'sure', 'interesting']]	[[['you', 'i', 'that'], []]]	[[[[not, sure]]], [[['m', 'm', 'know', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 's', 's', 's', 's']]]]
1198	[thinking, on, it, ,, i, do, nt, think, argentina, has, island, cities, .]	[[',', 'i', 'argentina', 'island', 'cities', '.']]	[['nt']]	[[['i', 'argentina'], []]]	[[[do, nt]]]
1199	[are, you, talking, about, argentina, ,, the, country, in, south, america]	[['argentina', ',', 'country', 'america']]	[['south']]	[[['you'], []]]	[[[are, you]]]
1200	[how, are, you]	[[]]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
1201	[uh, -, huh, ,, i, do, .]	[['-', ',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', '-', 'do', 'do', 'do', 'do']]]]
1202	[what, s, your, favorite, movie, ?]	[['what', 's', 'movie', '?']]	[['your', 'favorite']]	[[['movie'], []]]	[[[['s', 's', 'movie', 'movie', 's', 's']]]]
1203	[i, do, nt, know, ., what, do, you, think, about, politics]	[['i', '.', 'what', 'politics']]	[['nt']]	[[['i', 'you'], []]]	[[[do, nt]], [[do, you]]]
1204	[they, re, annoying, .]	[['.']]	[['annoying']]	[[['they'], []]]	[[[re, annoying]]]
1205	[uhh, ,, i, ca, nt, answer, this, ., let, me, tell, you, something, ,, we, never, really, grow, up, ,, we, only, learn, how, to, act, in, public, .]	[[',', 'i', '.', 'something', ',', ',', 'public', '.']]	[['uhh', 'nt', 'never', 'really', 'only', 'how']]	[[['i', 'me', 'we', 'we'], []]]	[[[ca, nt]], [[[never, really]], [to, act]]]
1206	[what, does, that, mean, ?]	[['what', '?']]	[[]]	[[['that'], []]]	[[[does, that]]]
1207	[well, ,, i, certainly, do, nt, think, you, want, to, be, serving, cancerous, food, to, your, customers, ,, if, you, know, what, that, is, ., what, do, you, think, ?]	[[',', 'i', 'food', 'customers', ',', 'what', '.', 'what', '?']]	[['certainly', 'nt', 'cancerous', 'your']]	[[['i', 'you', 'you', 'that', 'you'], []]]	[[[do, nt], [to, be], [be, serving]], [[do, you]]]
1208	[i, think, cancerous, food, is, bad, .]	[['i', 'food', '.']]	[['cancerous', 'bad']]	[[['i', 'food'], []]]	[[[['think', 'think', 'food', 'is', 'think', 'is', 'think']]]]
1209	[uhh, ,, i, ca, nt, answer, this, ., but, anyway, ,, i, d, like, to, chat, with, you, .]	[[',', 'i', '.', 'but', ',', 'i', 'd', '.']]	[['uhh', 'nt']]	[[['i', 'i'], []]]	[[[ca, nt]], [[d, like], [to, chat]]]
1210	[what, do, you, want, to, chat, about, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, chat]]]
1211	[i, certainly, try, ., any, thoughts, ?]	[['i', '.', 'thoughts', '?']]	[['certainly']]	[[['i'], []]]	[[[['try', 'try', 'try', 'try', 'thoughts', 'thoughts', 'thoughts']]], [[['try', 'try', 'try', 'try', 'thoughts', 'thoughts', 'thoughts']]]]
1212	[when, does, the, sun, go, down, ?]	[['sun', '?']]	[['when']]	[[['sun'], []]]	[[[does, the]]]
1213	[ok, ., what, do, you, think, about, music]	[['.', 'what', 'music']]	[[]]	[[['you'], []]]	[[[['ok', 'ok', 'think', 'think', 'think', 'think', 'think', 'about']]], [[do, you]]]
1214	[its, ok]	[['ok']]	[['its']]	[[[], []]]	[[[['its', 'its']]]]
1215	[i, do, nt, know, ., let, me, tell, you, a, joke, ,, a, little, boy, asked, his, father, ,, daddy, ,, how, much, does, it, cost, to, get, married, ?, father, replied, ,, i, do, nt, know, son, ,, i, m, still, paying, .]	[['i', '.', 'a', 'joke', ',', 'a', 'boy', 'father', ',', 'daddy', ',', '?', 'father', ',', 'i', 'son', ',', 'i', 'm', '.']]	[['nt', 'little', 'his', 'how', 'much', 'nt', 'still']]	[[['i', 'me', 'boy', 'it', 'father', 'i', 'i'], []]]	[[[do, nt]], [[does, it], [to, get], [get, married]], [[do, nt]]]
1216	[haha]	[[]]	[[]]	[[[], []]]	[[[['haha']]]]
1217	[wow, ., any, thoughts, ?]	[['.', 'thoughts', '?']]	[[]]	[[[], []]]	[[[['thoughts', 'wow', 'thoughts', 'thoughts', 'thoughts']]]]
1218	[pretty, funny]	[[]]	[['pretty', 'funny']]	[[[], []]]	[[[['funny', 'funny']]]]
